ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
24573,Journal Article,Lindsey_etal,2011,Ecological and financial impacts of illegal bushmeat trade in Zimbabwe,ORYX,45,1,96-111,PubDatabase
24574,Journal Article,Lindsey_etal,2016,"The performance of African protected areas for lions and their prey, determinants of success and key conservation threats",Biological conservation,,,,PubDatabase
24576,Journal Article,Linke_etal,2013,Relationships between grizzly bears and human disturbances in a rapidly changing multi-use forest landscape,Biological Conservation,166,,54-63,PubDatabase
24579,Journal Article,Lipp-Nissinen_etal,2018,"Temporal dynamics of land use and cover in Paurá Lagoon region, Middle Coast of Rio Grande do Sul (RS), Brazil",Journal of Integrated Coastal Zone Management,18,1,25-35,PubDatabase
24582,Journal Article,Liu_etal,2008,Evaluating the influence of road networks on landscape and regional ecological risk-A case study in Lancang River Valley of Southwest China,Ecological Engineering,34,2,91-99,PubDatabase
24585,Journal Article,Liu_etal,2012,Almond organophosphate and pyrethroid use in the San Joaquin Valley and their associated environmental risk,Journal of Soils and Sediments,12,7,1066-1078,PubDatabase
24590,Journal Article,Liu_etal,2018,Effects of Land Use Change on Ecosystem Services in Arid Area Ecological Migration,Chinese Geographical Science,28,5,894-906,PubDatabase
24595,Conference Proceeding,"Liu, Y., Cui, H. and Jin, R.",2020,Conversion between natural wetlands and farmland in the Tumen river basin: A multiscale geospatial analysis,,,,,PubDatabase
24597,Journal Article,Livingston_etal,2017,Using changes in basal area increments to map relative risk of HWA impacts on hemlock growth across the Northeastern U.S.A,Biological Invasions,19,5,1577-1595,PubDatabase
24600,Journal Article,Loerzel_etal,2017,SCUBA divers above the waterline: Using participatory mapping of coral reef conditions to inform reef management,Marine Policy,76,,79-89,PubDatabase
24601,Journal Article,Löfvenhaft_etal,2004,Biotope patterns and amphibian distribution as assessment tools in urban landscape planning,Landscape and Urban Planning,68,4,403-427,PubDatabase
24605,Journal Article,Lohse_etal,2008,Forecasting relative impacts of land use on anadromous fish habitat to guide conservation planning,Ecological Applications,18,2,467-482,PubDatabase
24606,Journal Article,Loosen_etal,2019,Land tenure shapes black bear density and abundance on a multi-use landscape,Ecology and Evolution,9,1,73-89,PubDatabase
24612,Journal Article,López-Sánchez_etal,2014,Effects of cattle management on oak regeneration in northern Californian Mediterranean oak woodlands,PLoS ONE,9,8,,PubDatabase
24619,Journal Article,Loveridge_etal,2017,The landscape of anthropogenic mortality: how African lions respond to spatial variation in risk,Journal of Applied Ecology,54,3,815-825,PubDatabase
24620,Journal Article,Loveridge_etal,2020,Evaluating the spatial intensity and demographic impacts of wire-snare bush-meat poaching on large carnivores,Biological Conservation,244,,8,PubDatabase
24622,Journal Article,Lozano_etal,2017,Native and non-native aquatic plants of South America: Comparing and integrating GBIF records with literature data,Management of Biological Invasions,8,3,443-454,PubDatabase
24624,Journal Article,Lucifora_etal,2016,Geographic distribution of the short-tailed river stingray (Potamotrygon brachyura): Assessing habitat loss and fishing as threats to the world's largest obligate freshwater elasmobranch,Marine and Freshwater Research,67,10,1463-1478,PubDatabase
24627,Journal Article,Luizza_etal,2016,Integrating subsistence practice and species distribution modeling: assessing invasive elodea’s potential impact on Native Alaskan subsistence of Chinook salmon and whitefish,Environmental Management,58,1,144-163,PubDatabase
24628,Journal Article,Lunn and Moreau,2004,Unmonitored trade in marine ornamental fishes: The case of Indonesia's Banggai cardinalfish (Pterapogon kauderni),Coral Reefs,23,3,344-351,PubDatabase
24633,Journal Article,Lyon_etal,2011,"Biodiversity Hotspots and Visitor Flows in Oulanka National Park, Finland",Scandinavian Journal of Hospitality and Tourism,11,SUPPL. 1,100-111,PubDatabase
24636,Journal Article,Macdonald_etal,2013,A problem shared is a problem reduced: Seeking efficiency in the conservation of felids and primates,Folia Primatologica,83,2022-06-03,171-215,PubDatabase
24642,Journal Article,Mach_etal,2017,Assessment and management of cumulative impacts in California's network of marine protected areas,Ocean and Coastal Management,137,,2022-11-01,PubDatabase
24646,Journal Article,Maclean_etal,2014,Papyrus swamp drainage and the conservation status of their avifauna,Wetlands Ecology and Management,22,2,115-127,PubDatabase
24648,Journal Article,Macnearney_etal,2016,Heading for the hills? Evaluating spatial distribution of woodland caribou in response to a growing anthropogenic disturbance footprint,Ecology and Evolution,6,18,6484-6509,PubDatabase
24654,Journal Article,Magioli_etal,2019,Short and narrow roads cause substantial impacts on wildlife,Oecologia Australis,23,1,99-111,PubDatabase
24655,Journal Article,Magliozzi_etal,2020,Assessing invasive alien species in European catchments: Distribution and impacts,Science of the Total Environment,732,,,PubDatabase
24656,Journal Article,Magness_etal,2011,A climate-change adaptation framework to reduce continental-scale vulnerability across conservation reserves,Ecosphere,2,10,23,PubDatabase
24659,Journal Article,Magris_etal,2019,A modelling approach to assess the impact of land mining on marine biodiversity: Assessment in coastal catchments experiencing catastrophic events (SW Brazil),Science of the Total Environment,659,,828-840,PubDatabase
24660,Journal Article,Mahmood_etal,2019,"Distribution and illegal killing of the Endangered Indian pangolin Manis crassicaudata on the Potohar Plateau, Pakistan",ORYX,53,1,159-164,PubDatabase
24661,Journal Article,Mahmoud_etal,2019,"Land-cover change threatens tropical forests and biodiversity in the Littoral Region, Cameroon",ORYX,,,,PubDatabase
24663,Journal Article,Maiorano_etal,2019,"Combining multi-state species distribution models, mortality estimates, and landscape connectivity to model potential species distribution for endangered species in human dominated landscapes",Biological Conservation,237,,19-27,PubDatabase
24667,Journal Article,Malavasi_etal,2016,The impact of human pressure on landscape patterns and plant species richness in Mediterranean coastal dunes,Plant Biosystems,150,1,73-82,PubDatabase
24673,Journal Article,Malherbe_etal,2019,Mapping the loss of ecosystem services in a region under intensive land use along the Southern Coast of South Africa,Land,8,3,,PubDatabase
24674,Journal Article,Mali?-Limari_etal,2017,Spatial analyses of landcover and relief diversity of the Medvednica Nature Park - Possible implications for optimising visitor pressure,Sumarski List,141,2022-12-11,547-555,PubDatabase
24676,Journal Article,Malik and Rai,2019,Drivers of land use/cover change and its impact on Pong Dam wetland,Environmental Monitoring and Assessment,191,4,,PubDatabase
24677,Journal Article,Malinowski,2019,High mercury concentrations in Atlantic Goliath Grouper: Spatial analysis of a vulnerable species,Marine Pollution Bulletin,143,,81-91,PubDatabase
24682,Journal Article,Manenti_etal,2014,Austropotamobius pallipes reduction vs. Procambarus clarkii spreading: Management implications,Journal for Nature Conservation,22,6,586-591,PubDatabase
24692,Journal Article,Mao_etal,2018,Conversions between natural wetlands and farmland in China: A multiscale geospatial analysis,Science of the Total Environment,634,,550-560,PubDatabase
24693,Journal Article,Marega-Imamura_etal,2020,Scientific collaboration networks in research on human threats to cetaceans in Brazil,Marine Policy,112,,,PubDatabase
24694,Journal Article,Marignani_etal,2017,Identification and prioritization of areas with high environmental risk in Mediterranean coastal areas: A flexible approach,Science of the Total Environment,590,,566-578,PubDatabase
24695,Journal Article,Markham and Sangermano,2018,"Evaluating Wildlife Vulnerability to Mercury Pollution From Artisanal and Small-Scale Gold Mining in Madre de Dios, Peru",Tropical Conservation Science,11,,,PubDatabase
24696,Journal Article,Marotta_etal,2011,A decision-support system in ICZM for protecting the ecosystems: Integration with the habitat directive,Journal of Coastal Conservation,15,3,393-405,PubDatabase
24698,Journal Article,Marques_etal,2019,Wind turbines cause functional habitat loss for migratory soaring birds,Journal of Animal Ecology,89,1,93-103,PubDatabase
24699,Journal Article,Márquez_etal,2013,Risk mapping of illegal poisoning of avian and mammalian predators,Journal of Wildlife Management,77,1,75-83,PubDatabase
24700,Journal Article,Martin_etal,2009,The Channel habitat atlas for marine resource management (CHARM): An aid for planning and decision-making in an area under strong anthropogenic pressure,Aquatic Living Resources,22,4,499-508,PubDatabase
24705,Journal Article,Martínez-Freiría and Brito,2012,Quantification of road mortality for amphibians and reptiles in Hoces del Alto Ebro y Rudrón Natural Park in 2005,Basic and Applied Herpetology,26,,33-41,PubDatabase
24706,Journal Article,Martinez-Gutierrez and Ruiz-Saenz,2016,Diversity of susceptible hosts in canine distemper virus infection: A systematic review and data synthesis,BMC Veterinary Research,12,1,,PubDatabase
24710,Journal Article,Martins_etal,2013,Identifying priority areas for humpback whale conservation at Eastern Brazilian Coast,Ocean and Coastal Management,75,,63-71,PubDatabase
24713,Journal Article,Martinuzzi_etal,2018,Enhancing biodiversity conservation in existing land-use plans with widely available datasets and spatial analysis techniques,Environmental Conservation,45,3,252-260,PubDatabase
24716,Journal Article,Marzolf_etal,2018,Inter- and intra-annual apple snail egg mass dynamics in a large southeastern US reservoir,Hydrobiologia,811,1,155-171,PubDatabase
24717,Journal Article,Maseko_etal,2017,"Response of Crested Guinea-fowl (Guttera edouardi), a forest specialist, to spatial variation in land use in iSimangaliso Wetland Park, South Africa",Journal of Ornithology,158,2,469-477,PubDatabase
24718,Journal Article,Masocha and Dube,2018,Global terrestrial biomes at risk of cacti invasion identified for four species using consensual modelling,Journal of Arid Environments,156,,77-86,PubDatabase
24720,Journal Article,Mateo-Tomás_etal,2012,Alleviating human-wildlife conflicts: Identifying the causes and mapping the risk of illegal poisoning of wild fauna,Journal of Applied Ecology,49,2,376-385,PubDatabase
24723,Conference Proceeding,"Mati Bancy, M., Mutie, S., Home, P., Mtalo, F. and Gadain, H.",2005,Land use changes in the transboundary Mara Basin: a threat to pristine wildlife sanctuaries in East Africa," A Paper presentation at the: 8th International River Symposium, Brisbane, Australia",,,2022-09-06,PubDatabase
24728,Journal Article,Mazaris,2017,Manifestation of maritime piracy as an additional challenge for global conservation,Marine Policy,77,,171-175,PubDatabase
24730,Journal Article,Mazor_etal,2017,Trawl exposure and protection of seabed fauna at large spatial scales,Diversity and Distributions,23,11,1280-1291,PubDatabase
24736,Journal Article,Mccauley_etal,2013,Isolated wetland loss and degradation over two decades in an increasingly urbanized landscape,Wetlands,33,1,117-127,PubDatabase
24738,Journal Article,Mcclanahan_etal,2011,Associations between climate stress and coral reef diversity in the western Indian Ocean,Global Change Biology,17,6,2023-2032,PubDatabase
24739,Journal Article,Mcclanahan,2015,Biogeography versus resource management: How do they compare when prioritizing the management of coral reef fish in the south-western Indian Ocean?,Journal of Biogeography,42,12,2414-2426,PubDatabase
24740,Journal Article,Mcclanahan and Muthiga,2017,Environmental variability indicates a climate-adaptive center under threat in northern Mozambique coral reefs,Ecosphere,8,5,,PubDatabase
24741,Journal Article,Mcclellan_etal,2009,Using telemetry to mitigate the bycatch of long-lived marine vertebrates,Ecological Applications,19,6,1660-1671,PubDatabase
24742,Thesis,"McClellan Catherine, M.",2009,"Behavior, ecology, and conservation of sea turtles in the North Atlantic Ocean",,,,184,PubDatabase
24743,Journal Article,Mcclintock_etal,2015,Endangered Florida panther population size determined from public reports of motor vehicle collision mortalities,Journal of Applied Ecology,52,4,893-901,PubDatabase
24745,Journal Article,Mccullough_etal,2017,A range of possibilities: Assessing geographic variation in climate sensitivity of ponderosa pine using tree rings,Forest Ecology and Management,402,,223-233,PubDatabase
24747,Journal Article,Mccune_etal,2019,Are we accurately estimating the potential role of pollution in the decline of species at risk in Canada?,Facets,4,1,598-614,PubDatabase
24748,Journal Article,Mcdonald_etal,2008,The implications of current and future urbanization for global protected areas and biodiversity conservation,Biological Conservation,141,6,1695-1703,PubDatabase
24750,Journal Article,Mcfadden-Hiller_etal,2016,Spatial distribution of black bear incident reports in Michigan,PLoS ONE,11,4,,PubDatabase
24752,Journal Article,Mcgowan_etal,2013,Using Seabird Habitat Modeling to Inform Marine Spatial Planning in Central California's National Marine Sanctuaries,PLoS ONE,8,8,,PubDatabase
24754,Journal Article,Mcintyre_etal,2016,Linking freshwater fishery management to global food security and biodiversity conservation,Proceedings of the National Academy of Sciences of the United States of America,113,45,12880-12885,PubDatabase
24761,Journal Article,Meager_etal,2012,Humans alter habitat selection of birds on ocean-exposed sandy beaches,Diversity and Distributions,18,3,294-306,PubDatabase
24765,Journal Article,Meentemeyer_etal,2011,Epidemiological modeling of invasion in heterogeneous landscapes: Spread of sudden oak death in California (1990-2030),Ecosphere,2,2,,PubDatabase
24766,Journal Article,Mehri_etal,2019,Integration of anthropogenic threats and biodiversity value to identify critical sites for biodiversity conservation,Geocarto International,34,11,1202-1217,PubDatabase
24769,Journal Article,Meijaard_etal,2011,"Quantifying killing of orangutans and human-orangutan conflict in Kalimantan, Indonesia",PLoS ONE,6,11,,PubDatabase
24772,Journal Article,Mellin_etal,2016,Humans and seasonal climate variability threaten large-bodied coral reef fish with small ranges,Nature Communications,7,,,PubDatabase
24773,Journal Article,Mellin_etal,2019,Spatial resilience of the Great Barrier Reef under cumulative disturbance impacts,Global Change Biology,25,7,2431-2445,PubDatabase
24776,Journal Article,Menegon_etal,2018,"Addressing cumulative effects, maritime conflicts and ecosystem services threats through MSP-oriented geospatial webtools",Ocean and Coastal Management,163,,417-436,PubDatabase
24777,Journal Article,Menegon_etal,2018,A modelling framework for MSP-oriented cumulative effects assessment,Ecological Indicators,91,,171-181,PubDatabase
24785,Journal Article,Metzger_etal,2010,Evaluating the protection of wildlife in parks: The case of African buffalo in Serengeti,Biodiversity and Conservation,19,12,3431-3444,PubDatabase
24788,Journal Article,Meynecke and Meager,2016,"Understanding Strandings: 25 years of Humpback Whale (Megaptera novaeangliae) Strandings in Queensland, Australia",,1,75,897-901,PubDatabase
24789,Journal Article,Mezgebu and Workineh,2017,"Changes and drivers of afro-alpine forest ecosystem: future trajectories and management strategies in Bale eco-region, Ethiopia",Ecological Processes,6,1,,PubDatabase
24790,Journal Article,Micheli_etal,2013,Cumulative human impacts on Mediterranean and Black Sea marine ecosystems: Assessing current pressures and opportunities,PLoS ONE,8,12,,PubDatabase
24796,Journal Article,Mijele_etal,2013,Spatio-Temporal Distribution of Injured Elephants in Masai Mara and the Putative Negative and Positive Roles of the Local Community,PLoS ONE,8,7,,PubDatabase
24806,Journal Article,Milne_etal,2015,The role of thermal physiology in recent declines of birds in a biodiversity hotspot,Conservation Physiology,3,1,,PubDatabase
24811,Journal Article,Miranda_etal,2020,Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America,Ecological Indicators,115,,,PubDatabase
24812,Journal Article,Miranda_etal,2020,Are Roadkill Hotspots in the Cerrado Equal Among Groups of Vertebrates?,Environmental Management,65,4,565-573,PubDatabase
24813,Journal Article,Mirrasooli_etal,2019,Factors associated with illegal fishing and fisher attitudes toward sturgeon conservation in the southern Caspian Sea,Marine Policy,100,,107-115,PubDatabase
24819,Journal Article,Mo_etal,2017,"Impacts of road network expansion on landscape ecological risk in a megacity, China: A case study of Beijing",Science of the Total Environment,574,,1000-1011,PubDatabase
24821,Thesis,"Mockrin Miranda, H.",2008,"The spatial structure and sustainability of subsistence wildlife harvesting in Kabo, Congo",,,,,PubDatabase
24822,Journal Article,Mockrin_etal,2011,Effects of Landscape Features on the Distribution and Sustainability of Ungulate Hunting in Northern Congo,Conservation Biology,25,3,514-525,PubDatabase
24825,Journal Article,Mohammadi and Kaboli,2016,Evaluating wildlife-vehicle collision hotspots using kernel-based estimation: A focus on the endangered Asiatic cheetah in central Iran,Human-Wildlife Interactions,10,1,103-109,PubDatabase
24826,Journal Article,Mohammadi_etal,2018,"Road expansion: A challenge to conservation of mammals, with particular emphasis on the endangered Asiatic cheetah in Iran",Journal for Nature Conservation,43,,2018-08-01,PubDatabase
24829,Journal Article,Mojica_etal,2016,Utilization probability map for migrating bald eagles in northeastern North America: A tool for siting wind energy facilities and other flight hazards,PLoS ONE,11,6,,PubDatabase
24832,Journal Article,Molinario_etal,2020,Contextualizing Landscape-Scale Forest Cover Loss in the Democratic Republic of Congo (DRC) between 2000 and 2015,Land,9,1,22,PubDatabase
24839,Journal Article,Monahan and Fisichelli,2014,Climate exposure of US National Parks in a new era of change,PLoS ONE,9,7,,PubDatabase
24841,Journal Article,Mondal_etal,2017,"Urban expansion and wetland shrinkage estimation using a GIS-based model in the East Kolkata Wetland, India",Ecological Indicators,83,,62-73,PubDatabase
24842,Journal Article,Mondal and Zhang,2018,Research progress on changes in land use and land cover in the Western Himalayas (India) and effects on ecosystem services,Sustainability (Switzerland),10,12,,PubDatabase
24843,Thesis,"Monette Dean, J.",2014,"Resource use, competition, grazing behavior, and ecosystem invasion impacts of <i>Pomacea maculata</i>",,,,,PubDatabase
24847,Journal Article,Monteiro_etal,2018,Conservation priorities for the threatened flora of mountaintop grasslands in Brazil,"Flora: Morphology, Distribution, Functional Ecology of Plants",238,,234-243,PubDatabase
24849,Journal Article,Montevecchi_etal,2012,Tracking seabirds to identify ecologically important and high risk marine areas in the western North Atlantic,Biological Conservation,156,,62-71,PubDatabase
24853,Journal Article,Moody_etal,2017,Invasion hotspots and ecological saturation of streams across the Hawaiian archipelago,Cybium,41,2,127-156,PubDatabase
24856,Journal Article,Mora,2018,A spatial framework for detecting anthropogenic impacts on predator-prey interactions that sustain ecological integrity in Mexico,Ecological Processes,7,1,,PubDatabase
24857,Journal Article,Moraes_etal,2017,Protected areas and agricultural expansion: Biodiversity conservation versus economic growth in the Southeast of Brazil,Journal of Environmental Management,188,,73-84,PubDatabase
24858,Journal Article,Moraes_etal,2019,Predicting the potential hybridization zones between native and invasive marmosets within Neotropical biodiversity hotspots,Global Ecology and Conservation,20,,,PubDatabase
24862,Journal Article,Moran and Kanemoto,2016,Identifying the Species Threat Hotspots from Global Supply Chains,,,,,PubDatabase
24863,Journal Article,Moran_etal,2019,Do amphibians and cash crops compete for scarce water? A spatial correlation analysis,Sustainability (Switzerland),11,6,,PubDatabase
24867,Journal Article,Moreira_etal,2018,"Spatial assessment of habitat conservation status in a Macaronesian island based on the InVEST model: a case study of Pico Island (Azores, Portugal)",Land Use Policy,78,,637-649,PubDatabase
24868,Journal Article,Morelli_etal,2020,A forecasting map of avian roadkill-risk in Europe: A tool to identify potential hotspots,Biological Conservation,249,,,PubDatabase
24871,Journal Article,Morgan_etal,2013,"The Distribution, Status, and Conservation Outlook of the Drill (Mandrillus leucophaeus) in Cameroon",International Journal of Primatology,34,2,281-302,PubDatabase
24875,Journal Article,Morrison_etal,2018,Detecting vegetation change in response to confining elephants in forests using MODIS time-series and BFAST,Remote Sensing,10,7,,PubDatabase
24877,Journal Article,Morton_etal,2011,Sea lice dispersion and salmon survival in relation to salmon farm activity in the Broughton Archipelago,ICES Journal of Marine Science,68,1,144-156,PubDatabase
24878,Journal Article,Mosbahi_etal,2019,"Response of benthic macrofauna to multiple anthropogenic pressures in the shallow coastal zone south of Sfax (Tunisia, central Mediterranean Sea)",Environmental Pollution,253,,474-487,PubDatabase
24879,Journal Article,Moullec_etal,2019,Capturing the big picture of Mediterranean marine biodiversity with an end-to-end model of climate and fishing impacts,Progress in Oceanography,178,,,PubDatabase
24881,Journal Article,Mozumder_etal,2014,Ecosystem evaluation (1989-2012) of Ramsar wetland Deepor Beel using satellite-derived indices,Environmental Monitoring and Assessment,186,11,7909-7927,PubDatabase
24885,Journal Article,Mucientes_etal,2009,Sexual segregation of pelagic sharks and the potential threat from fisheries,Biology Letters,5,2,156-159,PubDatabase
24886,Journal Article,Mucova_etal,2018,"Assessment of land use and land cover changes from 1979 to 2017 and biodiversity & land management approach in Quirimbas National Park, Northern Mozambique, Africa",Global Ecology and Conservation,16,,,PubDatabase
24888,Journal Article,Muhlfeld_etal,2016,Genetic Status and Conservation of Westslope Cutthroat Trout in Glacier National Park,Transactions of the American Fisheries Society,145,5,1093-1109,PubDatabase
24892,Journal Article,Mullet_etal,2017,Acoustic Footprint of Snowmobile Noise and Natural Quiet Refugia in an Alaskan Wilderness,Natural Areas Journal,37,3,332-349,PubDatabase
24894,Journal Article,Munanura_etal,2013,Managing tourism growth in endangered species' habitats of Africa: Volcanoes National Park in Rwanda,Current Issues in Tourism,16,2022-08-07,700-718,PubDatabase
24895,Journal Article,Munguía_etal,2016,Human impact gradient on mammalian biodiversity,Global Ecology and Conservation,6,,79-92,PubDatabase
24897,Journal Article,Muñoz_etal,2018,A spatial risk approach towards integrated marine spatial planning: A case study on European hake nursery areas in the North Alboran Sea,Marine Environmental Research,,,190-207,PubDatabase
24900,Journal Article,Munteanu_etal,2018,Bird conservation in the Carpathian Ecoregion in light of long-term land use trends and conservation responsibility,Biodiversity and Conservation,27,8,2051-2068,PubDatabase
24901,Journal Article,Murguía_etal,2016,Global direct pressures on biodiversity by large-scale metal mining: Spatial distribution and implications for conservation,Journal of Environmental Management,180,,409-420,PubDatabase
24902,Conference Proceeding,Nagabhatla,2007,Using geospatial tools to overcoming sustainability concerns for wetland ecosystem,,,1,532-537,PubDatabase
24903,Journal Article,Murray_etal,2011,"Assessing spatial patterns of disease risk to biodiversity: Implications for the management of the amphibian pathogen, Batrachochytrium dendrobatidis",Journal of Applied Ecology,48,1,163-173,PubDatabase
24912,Journal Article,Mutnale_etal,2018,Enzootic frog pathogen Batrachochytrium dendrobatidis in Asian tropics reveals high ITS haplotype diversity and low prevalence,Scientific Reports,8,1,,PubDatabase
24913,Journal Article,Mwendwa_etal,2020,"Spatio-temporal invasion dynamics of Maesopsis eminii in Amani Nature Forest Reserve, Tanzania",Forest Ecology and Management,465,,10,PubDatabase
24917,Journal Article,Naderi_etal,2018,Persian leopard’s (Panthera pardus saxicolor) unnatural mortality factors analysis in Iran,PLoS ONE,13,4,,PubDatabase
24920,Journal Article,Nagarajan_etal,2016,"Spatial and dietary overlap between blackbuck (Antilope cervicapra) and feral horse (Equus caballus) at Point Calimere Wildlife Sanctuary, Southern India: Competition between native versus introduced species",Mammalian Biology,81,3,295-302,PubDatabase
24929,Journal Article,Nath_etal,2019,"In search of Aliens: Factors influencing the distribution of Chromolaena odorata L. and Mikania micrantha Kunth in the Terai grasslands of Manas National Park, India",Ecological Engineering,131,,16-26,PubDatabase
24930,Journal Article,Naura_etal,2016,Mapping the combined risk of agricultural fine sediment input and accumulation for riverine ecosystems across England and Wales,Ecological Indicators,70,,209-221,PubDatabase
24935,Journal Article,Nazaro_etal,2020,"Untangling the imprints of climate, geography and land use/cover on bird diversity in the South American Gran Chaco",Journal of Biogeography,47,7,1439-1454,PubDatabase
24937,Journal Article,Negret_etal,2019,Emerging evidence that armed conflict and coca cultivation influence deforestation patterns,Biological Conservation,239,,,PubDatabase
24943,Journal Article,Nelson_etal,2015,A time geographic approach for delineating areas of sustained wildlife use,Annals of GIS,21,1,81-90,PubDatabase
24944,Journal Article,Nelson and Burnside,2019,Identification of marine management priority areas using a GIS-based multi-criteria approach,Ocean and Coastal Management,172,,82-92,PubDatabase
24945,Journal Article,Nematollahi_etal,2020,"Application of InVEST habitat quality module in spatially vulnerability assessment of natural habitats (case study: Chaharmahal and Bakhtiari province, Iran)",Environmental Monitoring and Assessment,192,8,,PubDatabase
24951,Journal Article,Neumann_etal,2017,Full-coverage spatial distribution of epibenthic communities in the south-eastern North Sea in relation to habitat characteristics and fishing effort,Marine Environmental Research,130,,2022-11-01,PubDatabase
24956,Journal Article,Newell,2011,Recent invasions of World Heritage rainforests in north-east New South Wales by the cane toad Bufo marinus,Australian Zoologist,35,3,876-883,PubDatabase
24959,Thesis,Nguyen,2017,Ecological Impacts of Deforestation and Forest Degradation in the Peat Swamp Forests of Northwestern Borneo,,,,,PubDatabase
24962,Journal Article,Nickel Barry_etal,2020,Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use,Biological Conservation,241,,108383,PubDatabase
24963,Journal Article,Nielsen_etal,2004,Modelling the spatial distribution of human-caused grizzly bear mortalities in the Central Rockies ecosystem of Canada,Biological Conservation,120,1,101-113,PubDatabase
24966,Journal Article,Nieman_etal,2019,Socioeconomic and biophysical determinants of wire-snare poaching incidence and behaviour in the Boland Region of South Africa,Journal for Nature Conservation,52,,,PubDatabase
24971,Journal Article,Niphadkar_etal,2017,Comparing pixel and object-based approaches to map an understorey invasive shrub in tropical mixed forests,Frontiers in Plant Science,8,,,PubDatabase
24974,Journal Article,Nituch_etal,2011,Mink farms predict aleutian disease exposure in wild american mink,PLoS ONE,6,7,,PubDatabase
24977,Journal Article,Noble_etal,2020,Identifying spatial conservation priorities using Traditional and Local Ecological Knowledge of iconic marine species and ecosystem threats,Biological Conservation,249,,,PubDatabase
24978,Journal Article,Nogueira_etal,2010,Restricted-range fishes and the conservation of Brazilian freshwaters,PLoS ONE,5,6,,PubDatabase
24991,Journal Article,Northrup_etal,2019,Synergistic effects of climate and land-use change influence broad-scale avian population declines,Global Change Biology,25,5,1561-1575,PubDatabase
25005,Journal Article,O’leary_etal,2019,Evidence gaps and biodiversity threats facing the marine environment of the United Kingdom’s Overseas Territories,Biodiversity and Conservation,28,2,363-383,PubDatabase
25008,Journal Article,Obusan_etal,2016,Stranding events in the Philippines provide evidence for impacts of human interactions on cetaceans,Ocean and Coastal Management,134,,41-51,PubDatabase
25010,Journal Article,Ochoa-Ochoa_etal,2011,Choosing the survivors? A GIS-based triage support tool for micro-endemics: Application to data for Mexican amphibians,Biological Conservation,144,11,2710-2718,PubDatabase
25012,Journal Article,O'farrell_etal,2010,Multi-functional landscapes in semi arid environments: Implications for biodiversity and ecosystem services,Landscape Ecology,25,8,1231-1246,PubDatabase
25026,Journal Article,Ondei_etal,2019,"A flexible tool to prioritize areas for conservation combining landscape units, measures of biodiversity, and threats",Ecosphere,10,9,,PubDatabase
25028,Journal Article,Onmu? and Siki,2013,Impacts of anthropogenic activities and habitat degradation on breeding waterbirds,Turkish Journal of Zoology,37,3,249-261,PubDatabase
25030,Journal Article,Onyia_etal,2018,Normalized difference vegetation vigour index: A new remote sensing approach to biodiversity monitoring in oil polluted regions,Remote Sensing,10,6,,PubDatabase
25033,Journal Article,Orgiazzi_etal,2016,A knowledge-based approach to estimating the magnitude and spatial patterns of potential threats to soil biodiversity,Science of the Total Environment,545-546,,2020-11-01,PubDatabase
25037,Generic,"Ortiz Andrea Monica, D. and Torres Justine Nicole, V.",2019,Assessing the impacts of agriculture and its trade on Philippine biodiversity,,,,,PubDatabase
25042,Journal Article,Overmars_etal,2014,Developing a methodology for a species-based and spatially explicit indicator for biodiversity on agricultural land in the EU,Ecological Indicators,37,PART A,186-198,PubDatabase
25049,Journal Article,Padalia and Bahuguna,2017,Spatial modelling of congruence of native biodiversity and potential hotspots of forest invasive species (FIS) in central Indian landscape,Journal for Nature Conservation,36,,29-37,PubDatabase
25051,Journal Article,Paffetti_etal,2018,Land use and wind direction drive hybridization between cultivated poplar and native species in a Mediterranean floodplain environment,Science of the Total Environment,610-611,,1400-1412,PubDatabase
25052,Journal Article,Pairaud_etal,2014,"Impacts of climate change on coastal benthic ecosystems: Assessing the current risk of mortality outbreaks associated with thermal stress in NW Mediterranean coastal areas Topical Collection on the 16th biennial workshop of the Joint Numerical Sea Modelling Group (JONSMOD) in Brest, France 21-23 May 2012",Ocean Dynamics,64,1,103-115,PubDatabase
25054,Journal Article,Palacios-Torres_etal,2020,Trace elements in sediments and fish from Atrato River: an ecosystem with legal rights impacted by gold mining at the Colombian Pacific,Environmental Pollution,256,,,PubDatabase
25058,Journal Article,Paniw_etal,2015,"Local-scale disturbances can benefit an endangered, fire-adapted plant species in Western Mediterranean heathlands in the absence of fire",Biological Conservation,187,,74-81,PubDatabase
25059,Journal Article,Panlasigui_etal,2018,Assessing threats of non-native species to native freshwater biodiversity: Conservation priorities for the United States,Biological Conservation,224,,199-208,PubDatabase
25061,Journal Article,Paredes_etal,2019,Stable isotopes in helophytes reflect anthropogenic nitrogen pollution in entry streams at the Doñana World Heritage Site,Ecological Indicators,97,,130-140,PubDatabase
25065,Journal Article,Parmenter_etal,2003,Land use and land cover change in the Greater Yellowstone Ecosystem: 1975-1995,Ecological Applications,13,3,687-703,PubDatabase
25066,Journal Article,Parnell_etal,2010,Spatial patterns of fishing effort off San Diego: Implications for zonal management and ecosystem function,Ecological Applications,20,8,2203-2222,PubDatabase
