ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res_unit,Spatial_res,Continent_Ocean,Country_EEZ,Threat_metric,Threat_data,Threat,Quantity_threats,threat_precision,threat_database,Pop_metric,Pop_data,pop_database,tax_res,tax_scope,tax_kingdom,plant_group,animal_group
24475,Lattuada_etal,2020,Observational,Marine,Multi-national,NA,NA,caspian sea,Russia;Kazakhstan;Turkmenistan;Iran;Azerbaijan,literature,Quantitative,5.4:UseAquatic;9.2:PollIndMil;8.1:SDAlienInv;3.1:OilGas;7.2:WaterSystem,5,cumulative,NA,literature,Quantitative,NA,class,phylum,animalia,na,invertebrates;invertebrates
24481,Lavorel_etal,2020,Observational,Terrestrial,Local,m,10,europe,France,modelled,Quantitative,6.1:ActivRnR;1.3:DevRnR,2,level2,NA,modelled,Quantitative,NA,phylum,phylum,animalia,na,chordata
24483,Lawler_etal,2003,Observational,Terrestrial,Sub-national,km2,1,north america,United States,pcm,Qualitative,1.4:DevUnspec;2.5:AgUncpec;3.2:MinQuar,3,level1,NLCD_Vogelmann_2001,database;expert;literature;other,Quantitative,NA,class,phylum,animalia,na,amphibia;bird;fish;mammal;reptile
W26587,Leach_etal,2016,Observational,Terrestrial,Continental,km2,10000,africa,na,database,Quantitative,3.1:OilGas;4.2:UtilityLine,2,level2,NA,pchba;protected_area,Qualitative ,KBA,other,other,other,na,na
24500,Leclerc_etal,2018,Observational,Freshwater;Marine;Terrestrial,Global,polygon,na,na,na,database,Qualitative,1.1:DevResid;11.5:CC_other;2.5:AgUncpec;3.4:EnergUnspec;4.5.UnspecLine;5.5:UseUnspec;8.1:SDAlienInv;9.7:PollUnspec,8,level1,IUCNredlist,database,qualitative,IUCN,domain,domain,animalia;plantae,plant,amphibia;invertebrates;bird;fish;invertebrates;mammal;reptile
24502,Lee and Jetz,2008,Observational,Terrestrial,Global,degrees,0.5,na,na,database;modelled,Quantitative,1.4:DevUnspec;2.1:AgNTC,2,cumulative,GLC_LandCover,modelled;protected_area,Qualitative ,NA,other,other,other,na,na
24503,Lee_etal,2016,Observational,Marine,Sub-national,km2,1,north pacific,United States,database,Qualitative,5.4:UseAquatic;5.1:UseAnimals;4.3:ShipLane;6.1:ActivRnR,4,cumulative,NOAA,database,Qualitative ,IUCNredlist,family,species,animalia,na,mammal
24507,Leeney_etal,2008,Observational,Marine,Sub-national,km2,400,north atlantic,United Kingdom,rs,Quantitative,5.4:UseAquatic,1,level2,VMS,database,quantitative,CornwallMarineTrustMarineStrandingsNetwork_MSN,species,order,animalia,na,mammal
24511,Lehnert_etal,2014,Observational,Terrestrial,Sub-national,polygon,NA,europe,Germany,survey,Qualitative,3.3:Renew,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
24516,Leprieur_etal,2008,Observational,Freshwater,Global,degrees,0.5,na,na,literature,Quantitative,8.1:SDAlienInv,1,level2,NA,literature,Quantitative,NA,phylum,phylum,animalia,na,fish
24518,Lessmann_etal,2019,Observational,Freshwater,Sub-national,km2,0.25,south america,Ecuador,modelled,Quantitative,1.1:DevResid;3.2:MinQuar;2.5:AgUncpec;7.2:WaterSystem;3.3:Renew;3.1:OilGas;2.4:Aqua;4.1:RoadRail,8,cumulative,NA,modelled,Quantitative,NA,phylum,kingdom,animalia,na,invertebrates
24525,Lewis_etal,2020,Observational,Terrestrial,Global,polygon,NA,na,na,expert,Qualitative,9.6:PollEnergy;9.3:PollAgrFor;9.7:PollUnspec,3,level2,NA,expert,Qualitative ,NA,family,family,animalia,na,invertebrates
24527,Li_etal,2011,Observational,Terrestrial,Sub-national,km2,1,australasia,Australia,database,Qualitative,1.1:DevResid;2.5:AgUncpec,2,level1,GLOBCOVER_v2.3,database,Qualitative ,GLOBCOVER_v2.3,kingdom,kingdom,plantae,forest,na
24531,Li_etal,2011,Observational,Terrestrial,Local,NA,NA,asia,China,rs,Qualitative,1.4:DevUnspec;2.5:AgUncpec,2,level1,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest,na
24536,Li_etal,2016,Observational,Terrestrial,Global,arc_minutes,10,na,na,database,Quantitative,8.1:SDAlienInv,1,level2,Kraus2009,pchba,qualitative,BiodiversityHotspot,other,other,other,na,na
24540,Li_etal,2017,Observational,Terrestrial,Local,polygon,NA,north america,United States,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,invertebrates
24544,Li_etal,2018,Observational,Terrestrial,Sub-national,km2,1,asia,China,modelled,Quantitative,1.4:DevUnspec;2.3:AgLivestock;2.1:AgNTC;4.1:RoadRail,4,cumulative,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24545,Li_etal,2018,Observational,Terrestrial,Sub-national,polygon,NA,asia,China,modelled,Quantitative,1.4:DevUnspec;2.3:AgLivestock;2.1:AgNTC;4.1:RoadRail,4,cumulative,NA,pchba,Qualitative ,NA,other,other,other,na,na
24548,Li_etal,2019,Observational,Terrestrial,Local,polygon,NA,asia,China,rs;survey,Qualitative,2.4:Aqua;2.5:AgUncpec;1.4:DevUnspec,3,level1,NA,modelled;rs;survey,Qualitative ,NA,species,species,animalia,na,bird
24551,Li_etal,2019,Observational,Terrestrial,Sub-national,NA,NA,asia,China,rs,Qualitative,2.1:AgNTC;1.1:DevResid;1.2:DevComInd;3.2:MinQuar;4.1:RoadRail;2.4:Aqua,6,level2,NA,modelled;survey,Qualitative ,NA,class,class,animalia,na,bird
26547,Li_etal,2010,Observational,Freshwater;Terrestrial,Local,m,100,asia,China,rs,Qualitative,2.1:AgNTC;1.4:DevUnspec;2.5:AgUncpec,3,level2,NA,modelled;survey,Qualitative ,NA,class,class,animalia,na,bird
24553,Licata_etal,2019,Observational,Terrestrial,Local,polygon,na,africa,Madagascar,survey,Qualitative,8.1:SDAlienInv,1,level2,na,pchba,qualitative,NA,other,other,other,na,na
24556,Liermann_etal,2012,Observational,Freshwater,Global,polygon,na,na,na,database,Quantitative,7.2:WaterSystem,1,level2,na,database,quantitative,NA,phylum,phylum,animalia,na,fish
24557,Lieske_etal,2014,Observational,Marine,Sub-national,degrees,1,north atlantic,Canada,literature;rs,Quantitative,3.1:OilGas,1,level2,na,survey,quantitative,NA,species,class,animalia,na,bird
24558,Lieske_etal,2020,Observational,Marine,Sub-national,km2,400,north atlantic,Canada,modelled,Quantitative,4.3:ShipLane;6.1:ActivRnR;5.4:UseAquatic;1.4:DevUnspec;9.2:PollIndMil,5,cumulative,NA,database;rs,Quantitative,NA,family,class,animalia,na,bird
24565,Lin_etal,2008,Observational,Terrestrial,Local,polygon,na,asia,China,literature;rs,Qualitative,1.1:DevResid,1,level2,na,literature,qualitative,NA,genus,genus,animalia,na,bird
24566,Lin_etal,2019,Observational,Terrestrial,National,km,km,asia,Taiwan,modelled;other,Quantitative,4.1:RoadRail,1,level2,Facebook_https://roadkill.tw/en,database,quantitative,EndemicSpeciesResearchInstitute,species,class,animalia,na,reptile
24567,Lin_etal,2020,Observational,Terrestrial,Local,polygon,na,asia,Taiwan,rs;survey,Qualitative,1.4:DevUnspec;2.1:AgNTC;2.2:AgWood,3,level2,na,survey,qualitative,NA,class,class,animalia,na,bird
24573,Lindsey_etal,2011,Observational,Terrestrial,Local,km2,1,africa,Zimbabwe,expert;survey,Qualitative,5.1:UseAnimals,1,level2,NA,expert;survey,Qualitative ,NA,species,order,animalia,na,mammal
24574,Lindsey_etal,2016,Observational,Terrestrial,Continental,polygon,na,africa,"Angola;Botswana;Benin;Burundi;Chad;Congo;Zaire;Cameroon;Central African Republic;Djibouti;Equatorial Guinea;Ethiopia;Gambia, The; Gabon;Ghana;Guinea;Ivory Coast;Kenya;Liberia;Lesotho;Malawi;Mali;Eritrea; Nigeria;Niger;Rwanda;South Africa;Sierra Leone;Sudan;Togo;Tanzania, United Republic of; Uganda;Burkina Faso;Namibia;Swaziland;Zambia;Zimbabwe",expert,Qualitative,1.1:DevResid;2.3:AgLivestock;5.1:UseAnimals;5.3:UseWood,4,level2,na,literature,qualitative,NA,species,species,animalia,na,mammal
24576,Linke_etal,2013,Observational,Terrestrial,Local,NA,NA,north america,Canada,modelled,Quantitative,4.2:UtilityLine;4.1:RoadRail;3.2:MinQuar;2.2:AgWood,4,cumulative,NA,survey,Quantitative,NA,species,species,animalia,na,mammal
24579,Lipp-Nissinen_etal,2018,Observational,Terrestrial,Local,polygon,NA,south america,Brazil,rs,Qualitative,2.3:AgLivestock;2.2:AgWood,2,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation;forest,na
24582,Liu_etal,2008,Observational,Terrestrial,Sub-national,NA,NA,asia,China,database;rs,Qualitative,4.1:RoadRail,1,level2,NationalFundamentalGISCentre_2002,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest;vegetation;habitat;ecosystem,na
24585,Liu_etal,2012,Observational,Terrestrial,Local,NA,NA,north america,United States,database;modelled,Quantitative,9.3:PollAgrFor,1,level2,CaliforniaDPR_2000,database;modelled,Quantitative,CaliforniaNaturalDiversityDatabase_2008,kingdom,kingdom,animalia,na,animal
24590,Liu_etal,2018,Observational,Terrestrial,Local,NA,NA,asia,China,rs,Qualitative,2.1:AgNTC;1.4:DevUnspec,2,level1,NA,modelled;rs,Quantitative,NA,kingdom,kingdom,plantae,habitat;habitat,na
24595,Liu_etal,2020,Observational,Freshwater;Terrestrial,Sub-national,NA,NA,asia,China,rs,Qualitative,2.5:AgUncpec,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,habitat,na
24597,Livingston_etal,2017,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,database,Qualitative,8.1:SDAlienInv,1,level2,MaineForestService,survey,Qualitative ,MaineForestService,species,species,plantae,magnoliopsida,na
24600,Loerzel_etal,2017,Observational,Marine,Local,km2,1,north atlantic,United States Virgin Islands,expert,Qualitative,6.1:ActivRnR;6.3:Other;4.3:ShipLane;11.3:CC_Temp;8.1:SDAlienInv;5.4:UseAquatic;9.7:PollUnspec,7,cumulative,NA,expert,Qualitative ,NA,family,family,animalia,na,invertebrates
24601,Löfvenhaft_etal,2004,Observational,Terrestrial,Local,NA,NA,europe,Sweden,rs;survey,Qualitative,4.1:RoadRail,1,level2,NA,literature,Qualitative ,NA,species,order,animalia,na,amphibia
24605,Lohse_etal,2008,Observational,Freshwater,Local,NA,NA,north america,United States,rs,Qualitative,2.2:AgWood;2.3:AgLivestock;2.1:AgNTC;2.5:AgUncpec;1.1:DevResid;1.2:DevComInd,6,level2,NA,database,Qualitative ,CaliforniaDeptofFishandGame,family,family,animalia,na,Fish
24606,Loosen_etal,2019,Observational,Terrestrial,Sub-national,polygon,NA,north america,Canada,literature,Qualitative,4.1:RoadRail;2.5:AgUncpec;5.1:UseAnimals,3,cumulative,NA,survey,Quantitative,NA,species,species,animalia,na,mammal
24612,López-Sánchez_etal,2014,Observational,Terrestrial,Sub-national,polygon,na,north america,United States,survey,Qualitative,2.3:AgLivestock,1,level1,na,survey,qualitative,NA,species,genus,plantae,magnoliopsida,na
24619,Loveridge_etal,2017,Observational,Terrestrial,Sub-national,m,500,africa,Zimbabwe,survey,Quantitative,5.1:UseAnimals,1,level2,na,survey,qualitative,NA,species,species,animalia,na,mammal
24620,Loveridge_etal,2020,Observational,Terrestrial,Sub-national,NA,NA,africa,Zimbabwe,survey,Quantitative,5.1:UseAnimals,1,level2,NA,survey,Qualitative ,NA,order,order,animalia,na,mammal
24622,Lozano_etal,2017,Observational,Freshwater,Continental,polygon,na,south america,na,database;literature,Quantitative,8.1:SDAlienInv,1,level2,GBIF.org,database;expert;literature;protected_area,quantitative,GBIF.org,phylum,phylum,plantae,tracheophyta,na
24624,Lucifora_etal,2016,Observational,Freshwater,Multi-national,degrees,0.5,south america,Brazil;Bolivia;Argentina,literature,Qualitative,5.4:UseAquatic,1,level2,NA,literature,Quantitative,NA,species,species,animalia,na,Fish
24627,Luizza_etal,2016,Observational,Freshwater;Marine,Sub-national,polygon,NA,north america,United States,database;expert,Qualitative,8.1:SDAlienInv,1,level2,GBIF.org,database,Qualitative ,GBIF.org,family,family,animalia,na,Fish
24628,Lunn and Moreau,2004,Observational,Marine,Sub-national,polygon,NA,south china sea,Indonesia,expert,Qualitative,5.4:UseAquatic,1,level2,NA,expert,Qualitative ,NA,species,species,animalia,na,Fish
24633,Lyon_etal,2011,Observational,Terrestrial,Local,m,100,europe,Finland,survey,Quantitative,6.1:ActivRnR,1,level2,NA,database,Qualitative ,HERTTA,kingdom,kingdom,plantae,bryopsida;tracheophyta,na
24636,Macdonald_etal,2013,Observational,Terrestrial,Global,degrees,1,na,na,database,Qualitative,5.1:UseAnimals,1,level2,IUCN,database,Quantitative,IUCN,family,class,animalia,na,mammal
24642,Mach_etal,2017,Observational,Marine,Sub-national,NA,NA,north pacific,United States,modelled,Quantitative,9.5:PollAir;11.3:CC_Temp;9.2:PollIndMil;9.3:PollAgrFor;9.6:PollEnergy;1.2:DevComInd;8.1:SDAlienInv;3.1:OilGas;2.4:Aqua;4.3:ShipLane;9.4:PollGarbSW,11,cumulative,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24646,Maclean_etal,2014,Observational,Freshwater,Multi-national,km2,4,africa,Zaire;Uganda;Tanzania;Kenya;Rwanda;Burundi,rs,Qualitative,7.2:WaterSystem,1,level2,NA,modelled,Qualitative ,NA,species,class,animalia,na,bird
24648,Macnearney_etal,2016,Observational,Terrestrial,Sub-national,NA,NA,north america,Canada,modelled,Quantitative,4.1:RoadRail;3.1:OilGas;2.2:AgWood,3,cumulative,NA,modelled;rs;survey,Quantitative,NA,species,species,animalia,na,mammal
24654,Magioli_etal,2019,Observational,Terrestrial,Local,NA,NA,south america,Brazil,literature,Qualitative,4.1:RoadRail,1,level2,NA,literature,Qualitative ,NA,phylum,phylum,animalia,na,chordata
24655,Magliozzi_etal,2020,Observational,Freshwater,Continental,km2,100,europe,na,database;literature,Qualitative,8.1:SDAlienInv,1,level2,EASIN,modelled,Qualitative ,NA,domain,domain,animalia;plantae,plant,animal
24656,Magness_etal,2011,Observational,Terrestrial,National,polygon,NA,north america,United States,modelled,Quantitative,11.1:CC_Habitat,1,level2,NA,database,Qualitative ,USFWS2010,kingdom,kingdom,plantae,forest;vegetation;mangrove;habitat;liliopsida,na
24659,Magris_etal,2019,Observational,Freshwater;Marine,Sub-national,polygon,NA,south atlantic,Brazil,modelled,Quantitative,7.2:WaterSystem,1,level2,NA,literature;protected_area,Qualitative ,NA,phylum,domain,animalia;plantae,liliopsida,invertebrates
24660,Mahmood_etal,2019,Observational,Terrestrial,Sub-national,polygon,NA,asia,Pakistan,expert,Qualitative,5.1:UseAnimals,1,level2,NA,expert;survey,Qualitative ,NA,species,species,animalia,na,mammal
24661,Mahmoud_etal,2019,Observational,Terrestrial,Sub-national,m,60,africa,Cameroon,rs,Qualitative,1.1:DevResid;2.2:AgWood;3.2:MinQuar;5.3:UseWood,4,level2,na,database;pchba;protected_area;rs,qualitative,BiodiversityHotspot;IntactForestLandscapes_20002014,phylum,phylum,plantae,forest,na
24663,Maiorano_etal,2019,Observational,Terrestrial,Sub-national,polygon,na,europe,Italy,database;modelled,Qualitative,1.4:DevUnspec;2.5:AgUncpec;4.1:RoadRail,3,cumulative,na,modelled;survey,qualitative,NA,species,species,animalia,na,mammal
24667,Malavasi_etal,2016,Observational,Terrestrial,Sub-national,polygon,NA,europe,Italy,database,Qualitative,1.1:DevResid,1,level2,NA,literature,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
24673,Malherbe_etal,2019,Observational,Terrestrial,Local,polygon,NA,africa,South Africa,database,Qualitative,1.1:DevResid;6.3:Other;2.2:AgWood;2.1:AgNTC,4,level2,NationalLandUse_WCP,pchba,Qualitative ,BiodiversityHotspot,other,other,other,na,na
24674,Mali?-Limari_etal,2017,Observational,Terrestrial,National,m,50,europe,Croatia,survey,Quantitative,6.1:ActivRnR,1,level2,NA,survey,Quantitative,NA,kingdom,kingdom,plantae,plant,na
24676,Malik and Rai,2019,Observational,Freshwater,Sub-national,NA,NA,asia,India,rs,Qualitative,2.5:AgUncpec,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest,na
24677,Malinowski,2019,Observational,Marine,Sub-national,polygon,na,north atlantic,United States,survey,Quantitative,9.2:PollIndMil,1,level2,na,survey,qualitative,NA,species,species,animalia,na,Fish
24682,Manenti_etal,2014,Observational,Freshwater,Local,polygon,NA,europe,Italy,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,invertebrates
24692,Mao_etal,2018,Observational,Freshwater,National,NA,NA,asia,China,rs,Qualitative,2.1:AgNTC;2.5:AgUncpec,2,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,habitat,na
24693,Marega-Imamura_etal,2020,S_Review,Marine,National,polygon,NA,south atlantic;north atlantic,Brazil,literature,Qualitative,4.3:ShipLane;5.4:UseAquatic;7.2:WaterSystem;9.7:PollUnspec,5,level2,NA,literature,Qualitative ,NA,order,order,animalia,na,mammal
24694,Marignani_etal,2017,Observational,Marine,Multi-national,km2,1,mediterranean,France;Tunisia;Italy;Lebanon,modelled;rs,Quantitative,1.1:DevResid;3.1:OilGas;9.7:PollUnspec,3,level2,NA,database;modelled;survey,Quantitative,SILENE,kingdom,kingdom,plantae,plant,na
24695,Markham and Sangermano,2018,Observational,Freshwater,Local,NA,NA,south america,Peru,modelled,Quantitative,9.2:PollIndMil,1,level2,NA,modelled,Quantitative,NA,class,kingdom,animalia,na,amphibia;invertebrates;fish;invertebrates;invertebrates
24696,Marotta_etal,2011,Observational,Marine,Sub-national,NA,NA,mediterranean,Italy,modelled;rs,Qualitative,1.3:DevRnR;1.2:DevComInd;2.4:Aqua;5.4:UseAquatic;2.5:AgUncpec,5,level2,NA,modelled;rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
24698,Marques_etal,2019,Observational,Terrestrial,Local,m,100,europe,Spain,modelled,Qualitative,3.3:Renew,1,level2,NA,rs;survey,Qualitative ,NA,species,species,animalia,na,bird
24699,Márquez_etal,2013,Observational,Terrestrial,Sub-national,polygon,NA,europe,Spain,survey,Quantitative,5.1:UseAnimals,1,level2,NA,survey,Qualitative ,NA,phylum,phylum,animalia,na,mammal;bird
24700,Martin_etal,2009,Observational,Marine,Sub-national,km2,25,north atlantic,United Kingdom;France,database,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,species,kingdom,animalia,na,fish;invertebrates
24705,Martínez-Freiría and Brito,2012,Observational,Terrestrial,Local,m2,100,europe,Spain,survey,Quantitative,4.1:RoadRail,1,level2,NA,survey,Quantitative,NA,species,phylum,animalia,na,amphibia;reptile
24706,Martinez-Gutierrez and Ruiz-Saenz,2016,S_Review,Terrestrial,Global,polygon,NA,na,na,literature,Qualitative,8.4:SDUnknownO,1,level2,NA,literature,Qualitative ,NA,class,class,animalia,na,mammal
24710,Martins_etal,2013,Observational,Marine,Sub-national,polygon,NA,south atlantic,Brazil,modelled,Qualitative,1.2:DevComInd;3.1:OilGas;4.3:ShipLane,3,level2,NA,rs,Qualitative ,NA,species,species,animalia,na,mammal
24713,Martinuzzi_etal,2018,Observational,Terrestrial,Sub-national,km2,1,south america,Argentina,database;modelled,Quantitative,1.1:DevResid;2.5:AgUncpec;3.2:MinQuar;4.1:RoadRail,4,cumulative,HFI,database;literature,qualitative,NA,species,domain,animalia;plantae,forest;tracheophyta,bird;mammal
24716,Marzolf_etal,2018,Observational,Freshwater,Local,polygon,NA,north america,United States,survey,Quantitative,8.1:SDAlienInv,1,level2,NA,survey,Quantitative,NA,species,species,animalia,na,invertebrates
24717,Maseko_etal,2017,Observational,Terrestrial,Sub-national,polygon,NA,africa,South Africa,database,Qualitative,2.2:AgWood;1.1:DevResid;4.1:RoadRail,3,level2,LandUseMap_Ezemvelo,survey,Qualitative ,NA,species,species,animalia,na,bird
24718,Masocha and Dube,2018,Observational,Terrestrial,Global,polygon,NA,na,na,database,Qualitative,8.1:SDAlienInv,1,level2,GBIF;chah/gov/au/avh,pchba,Qualitative ,BiodiversityHotspot,other,other,other,na,na
24720,Mateo-Tomás_etal,2012,Observational,Terrestrial,Sub-national,km2,1,europe,Spain,database;modelled,Qualitative,5.1:UseAnimals,1,level2,SEPRONA; Junta de Castilla y Leon,database;modelled,qualitative,NA,phylum,phylum,animalia,na,bird;mammal
24723,"Mati Bancy, M.",2005,Observational,Terrestrial,Multi-national,NA,NA,africa,"Kenya;Tanzania, United Republic of",rs,Qualitative,2.5:AgUncpec,1,level1,NA,protected_area;rs,Qualitative ,NA,kingdom,kingdom,plantae,forest;vegetation;habitat;habitat,na
24728,Mazaris,2017,Observational,Marine,Global,NA,NA,na,na,database;modelled,Qualitative,6.2:WarConflict,1,level2,NA,database,Quantitative,NA,class,kingdom,animalia,na,invertebrates;mammal
24730,Mazor_etal,2017,Observational,Marine,National,degrees,0.01,south pacific;indian ocean,Australia,database,Quantitative,5.4:UseAquatic,1,level2,Various,literature,quantitative,NA,class,kingdom,animalia,na,invertebrates;invertebrates
24736,Mccauley_etal,2013,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,rs,Qualitative,1.1:DevResid;2.2:AgWood;2.5:AgUncpec;4.1:RoadRail,4,level2,NA,rs,Qualitative ,NA,species,species,plantae,pinopsida,na
24739,Mcclanahan,2015,Observational,Marine,Multi-national,polygon,NA,indian ocean,Comores;Mayotte;Madagascar;Mozambique;Kenya;Tanzania;Seychelles;Europa Island;Juan de Nova Island;Bassas da India,literature,Qualitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,kingdom,kingdom,animalia,na,fish
24740,Mcclanahan and Muthiga,2017,Observational,Marine,National,polygon,NA,indian ocean,Mozambique,literature,Qualitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,phylum,phylum,animalia,na,fish;invertebrates
24738,Mcclanahan_etal,2011,Observational,Marine,Multi-national,polygon,NA,indian ocean,Comores;Mayotte;Madagascar;Mozambique;Kenya;Tanzania;Seychelles;Europa Island;Juan de Nova Island;Bassas da India;South Africa;Réunion;Republic of Mauritius;Ile Tromelin;Chagos Archipelago;Maldives,modelled,Quantitative,11.3:CC_Temp,1,level2,NA,survey,Quantitative,NA,phylum,kingdom,animalia,na,fish;invertebrates
24742,Mcclellan,2009,Observational,Marine,Sub-national,polygon,NA,north atlantic,United States,rs;survey,Qualitative,5.4:UseAquatic,1,level2,NA,rs;survey,Qualitative ,NA,species,order,animalia,na,reptile
24741,Mcclellan_etal,2009,Observational,Marine,Sub-national,polygon,NA,north atlantic,United States,rs;survey,Qualitative,5.4:UseAquatic,1,level2,NA,rs;survey,Qualitative ,NA,species,order,animalia,na,reptile
24743,Mcclintock_etal,2015,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,survey,Qualitative,4.1:RoadRail,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
24745,Mccullough_etal,2017,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,modelled,Quantitative,11.1:CC_Habitat,1,level2,NA,database,Qualitative ,NA,species,species,plantae,pinopsida,na
24747,Mccune_etal,2019,Observational,Freshwater;Terrestrial,National,km2,100,north america,Canada,database,Quantitative,9.1:PollDWW;9.2:PollIndMil;9.3:PollAgrFor;9.4:PollGarbSW;9.5:PollAir;9.6:PollEnergy,6,cumulative,Various,database,Quantitative,NatureServe,domain,domain,animalia;plantae,bryopsida;tracheophyta,amphibia;invertebrates;bird;fish;mammal;invertebrates;reptile
24748,Mcdonald_etal,2008,Observational,Terrestrial,Global,polygon,NA,na,na,database,Quantitative,1.1:DevResid,1,level2,NA,pchba;protected_area,Qualitative ,NA,other,other,other,na,na
24750,Mcfadden-Hiller_etal,2016,Observational,Terrestrial,Sub-national,m,250,north america,United States,database;modelled,Quantitative,4.1:RoadRail,1,cumulative,NA,database,Qualitative ,NA,species,species,animalia,na,mammal
24752,Mcgowan_etal,2013,Observational,Marine,Local,NA,NA,north pacific,United States,modelled,Quantitative,3.1:OilGas;4.3:ShipLane;3.4:EnergUnspec,3,cumulative,NA,modelled;survey,Quantitative,NA,class,class,animalia,na,bird
24754,Mcintyre_etal,2016,Observational,Freshwater,Global,km2,100,na,na,database,Quantitative,5.4:UseAquatic,1,level2,FAO,database,Quantitative,NA,phylum,phylum,animalia,na,fish
24761,Meager_etal,2012,Observational,Terrestrial,Local,km2,0.25,australasia,Australia,survey,Quantitative,5.4:UseAquatic;6.1:ActivRnR;8.1:SDAlienInv,3,level2,NA,survey,Quantitative,NA,species,class,animalia,na,bird
24765,Meentemeyer_etal,2011,Observational,Terrestrial,Local,m,250,north america,United States,database,Qualitative,8.4:SDUnknownO,1,level2,CDFA,literature,Qualitative ,NA,species,species,plantae,magnoliopsida,na
24766,Mehri_etal,2019,Observational,Freshwater;Terrestrial,Sub-national,m,30,asia,Iran,literature;rs,Quantitative,1.1:DevResid;1.2:DevComInd;2.5:AgUncpec;3.1:OilGas;3.2:MinQuar;4.1:RoadRail;4.2:UtilityLine;7.2:WaterSystem,8,level2,GUANSAR_2013,database;expert;literature;rs,quantitative,NA,phylum,phylum,animalia,na,bird;mammal
24769,Meijaard_etal,2011,Observational,Terrestrial,Sub-national,polygon,NA,asia,Indonesia,expert,Quantitative,5.1:UseAnimals,1,level2,NA,expert,Quantitative,NA,species,species,animalia,na,mammal
24772,Mellin_etal,2016,Observational,Marine,Continental,km2,81,indian ocean;south pacific,na,database,Quantitative,1.1:DevResid;5.4:UseAquatic;2.4:Aqua;9.7:PollUnspec;11.1:CC_Habitat,5,cumulative,Various,survey,Quantitative,NA,phylum,phylum,animalia,na,fish
24773,Mellin_etal,2019,Observational,Marine,Sub-national,degrees,0.01,south pacific,Australia,survey,Quantitative,11.3:CC_Temp;11.4:CC_WetWeather;8.2:SDNativProb,3,level2,NA,survey,Quantitative,NA,class,class,animalia,na,invertebrates
24776,Menegon_etal,2018,Observational,Marine,Multi-national,m,500,mediterranean,Italy;Croatia,database;modelled,Quantitative,2.4:Aqua;4.2:UtilityLine;1.2:DevComInd;3.2:MinQuar;4.3:ShipLane;6.1:ActivRnR;6.2:WarConflict;5.4:UseAquatic;1.1:DevResid;2.5:AgUncpec,10,cumulative,Various,database;modelled,Quantitative,Various,domain,domain,animalia;plantae,habitat,mammal;Fish;reptile;bird
24777,Menegon_etal,2018,Observational,Marine,Sub-national,km2,400,mediterranean,Italy,database,Quantitative,4.3:ShipLane;5.4:UseAquatic;9.6:PollEnergy;6.1:ActivRnR,4,level2,database,database,Quantitative,UNEP/MAP-RAC/SPA,species,species,animalia,na,reptile
24785,Metzger_etal,2010,Observational,Terrestrial,Sub-national,km2,25,africa,"Tanzania, United Republic of",modelled,Quantitative,5.1:UseAnimals,1,level2,NA,rs,Quantitative,NA,species,species,animalia,na,mammal
24788,Meynecke and Meager,2016,Observational,Marine,Sub-national,polygon,NA,south pacific,Australia,literature,Qualitative,5.4:UseAquatic;9.4:PollGarbSW;4.3:ShipLane,3,level2,NA,literature,Qualitative ,NA,species,species,animalia,na,mammal
24789,Mezgebu and Workineh,2017,Observational,Terrestrial,Local,m,30,africa,Ethiopia,rs,Qualitative,2.3:AgLivestock;2.5:AgUncpec;1.1:DevResid,3,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest,na
