ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
24659,Magris_etal,2019,Observational,Freshwater,Sub-national,,south atlantic,Brazil,A modelling approach to assess the impact of land mining on marine biodiversity: Assessment in coastal catchments experiencing catastrophic events (SW Brazil)
24660,Mahmood_etal,2019,Observational,Terrestrial,Sub-national,,asia,Pakistan,"Distribution and illegal killing of the Endangered Indian pangolin Manis crassicaudata on the Potohar Plateau, Pakistan"
24661,Mahmoud_etal,2019,Observational,Terrestrial,Sub-national,60,africa,Cameroon,"Land-cover change threatens tropical forests and biodiversity in the Littoral Region, Cameroon"
24663,Maiorano_etal,2019,Observational,Terrestrial,Sub-national,,europe,Italy,"Combining multi-state species distribution models, mortality estimates, and landscape connectivity to model potential species distribution for endangered species in human dominated landscapes"
24667,Malavasi_etal,2016,Observational,Terrestrial,Sub-national,,europe,Italy,The impact of human pressure on landscape patterns and plant species richness in Mediterranean coastal dunes
24673,Malherbe_etal,2019,Observational,Terrestrial,Local,,africa,South Africa,Mapping the loss of ecosystem services in a region under intensive land use along the Southern Coast of South Africa
24674,Mali?-Limari_etal,2017,Observational,Terrestrial,National,50,europe,Croatia,Spatial analyses of landcover and relief diversity of the Medvednica Nature Park - Possible implications for optimising visitor pressure
24676,Malik and Rai,2019,Observational,Freshwater,Sub-national,,asia,India,Drivers of land use/cover change and its impact on Pong Dam wetland
24677,Malinowski,2019,Observational,Marine,Sub-national,,north atlantic,United States,High mercury concentrations in Atlantic Goliath Grouper: Spatial analysis of a vulnerable species
24682,Manenti_etal,2014,Observational,Freshwater,Local,,europe,Italy,Austropotamobius pallipes reduction vs. Procambarus clarkii spreading: Management implications
24692,Mao_etal,2018,Observational,Freshwater,National,,asia,China,Conversions between natural wetlands and farmland in China: A multiscale geospatial analysis
24693,Marega-Imamura_etal,2020,S_Review,Marine,National,,south atlantic,Brazil,Scientific collaboration networks in research on human threats to cetaceans in Brazil
24694,Marignani_etal,2017,Observational,Marine,Multi-national,1,mediterranean,France,Identification and prioritization of areas with high environmental risk in Mediterranean coastal areas: A flexible approach
24695,Markham and Sangermano,2018,Observational,Freshwater,Local,,south america,Peru,"Evaluating Wildlife Vulnerability to Mercury Pollution From Artisanal and Small-Scale Gold Mining in Madre de Dios, Peru"
24696,Marotta_etal,2011,Observational,Marine,Sub-national,,mediterranean,Italy,A decision-support system in ICZM for protecting the ecosystems: Integration with the habitat directive
24698,Marques_etal,2019,Observational,Terrestrial,Local,100,europe,Spain,Wind turbines cause functional habitat loss for migratory soaring birds
24699,Márquez_etal,2013,Observational,Terrestrial,Sub-national,,europe,Spain,Risk mapping of illegal poisoning of avian and mammalian predators
24700,Martin_etal,2009,Observational,Marine,Sub-national,25,north atlantic,United Kingdom,The Channel habitat atlas for marine resource management (CHARM): An aid for planning and decision-making in an area under strong anthropogenic pressure
24705,Martínez-Freiría and Brito,2012,Observational,Terrestrial,Local,100,europe,Spain,Quantification of road mortality for amphibians and reptiles in Hoces del Alto Ebro y Rudrón Natural Park in 2005
24706,Martinez-Gutierrez and Ruiz-Saenz,2016,S_Review,Terrestrial,Global,,Unknown,Unknown,Diversity of susceptible hosts in canine distemper virus infection: A systematic review and data synthesis
24710,Martins_etal,2013,Observational,Marine,Sub-national,,south atlantic,Brazil,Identifying priority areas for humpback whale conservation at Eastern Brazilian Coast
24713,Martinuzzi_etal,2018,Observational,Terrestrial,Sub-national,1,south america,Argentina,Enhancing biodiversity conservation in existing land-use plans with widely available datasets and spatial analysis techniques
24716,Marzolf_etal,2018,Observational,Freshwater,Local,,north america,United States,Inter- and intra-annual apple snail egg mass dynamics in a large southeastern US reservoir
24717,Maseko_etal,2017,Observational,Terrestrial,Sub-national,,africa,South Africa,"Response of Crested Guinea-fowl (Guttera edouardi), a forest specialist, to spatial variation in land use in iSimangaliso Wetland Park, South Africa"
24718,Masocha and Dube,2018,Observational,Terrestrial,Global,,Unknown,Unknown,Global terrestrial biomes at risk of cacti invasion identified for four species using consensual modelling
24720,Mateo-Tomás_etal,2012,Observational,Terrestrial,Sub-national,1,europe,Spain,Alleviating human-wildlife conflicts: Identifying the causes and mapping the risk of illegal poisoning of wild fauna
24723,"Mati Bancy, M.",2005,Observational,Terrestrial,Multi-national,,africa,Kenya,Land use changes in the transboundary Mara Basin: a threat to pristine wildlife sanctuaries in East Africa
24728,Mazaris,2017,Observational,Marine,Global,,Unknown,Unknown,Manifestation of maritime piracy as an additional challenge for global conservation
24730,Mazor_etal,2017,Observational,Marine,National,0.01,south pacific,Australia,Trawl exposure and protection of seabed fauna at large spatial scales
24736,Mccauley_etal,2013,Observational,Terrestrial,Sub-national,,north america,United States,Isolated wetland loss and degradation over two decades in an increasingly urbanized landscape
24739,Mcclanahan,2015,Observational,Marine,Multi-national,,indian ocean,Comoros,Biogeography versus resource management: How do they compare when prioritizing the management of coral reef fish in the south-western Indian Ocean?
24740,Mcclanahan and Muthiga,2017,Observational,Marine,National,,indian ocean,Mozambique,Environmental variability indicates a climate-adaptive center under threat in northern Mozambique coral reefs
24738,Mcclanahan_etal,2011,Observational,Marine,Multi-national,,indian ocean,Comoros,Associations between climate stress and coral reef diversity in the western Indian Ocean
24742,Mcclellan,2009,Observational,Marine,Sub-national,,north atlantic,United States,"Behavior, ecology, and conservation of sea turtles in the North Atlantic Ocean"
24741,Mcclellan_etal,2009,Observational,Marine,Sub-national,,north atlantic,United States,Using telemetry to mitigate the bycatch of long-lived marine vertebrates
24743,Mcclintock_etal,2015,Observational,Terrestrial,Sub-national,,north america,United States,Endangered Florida panther population size determined from public reports of motor vehicle collision mortalities
24745,Mccullough_etal,2017,Observational,Terrestrial,Sub-national,,north america,United States,A range of possibilities: Assessing geographic variation in climate sensitivity of ponderosa pine using tree rings
24747,Mccune_etal,2019,Observational,Freshwater,National,100,north america,Canada,Are we accurately estimating the potential role of pollution in the decline of species at risk in Canada?
24748,Mcdonald_etal,2008,Observational,Terrestrial,Global,,Unknown,Unknown,The implications of current and future urbanization for global protected areas and biodiversity conservation
24750,Mcfadden-Hiller_etal,2016,Observational,Terrestrial,Sub-national,250,north america,United States,Spatial distribution of black bear incident reports in Michigan
24752,Mcgowan_etal,2013,Observational,Marine,Local,,north pacific,United States,Using Seabird Habitat Modeling to Inform Marine Spatial Planning in Central California's National Marine Sanctuaries
24754,Mcintyre_etal,2016,Observational,Freshwater,Global,100,Unknown,Unknown,Linking freshwater fishery management to global food security and biodiversity conservation
24761,Meager_etal,2012,Observational,Terrestrial,Local,0.25,australasia,Australia,Humans alter habitat selection of birds on ocean-exposed sandy beaches
24765,Meentemeyer_etal,2011,Observational,Terrestrial,Local,250,north america,United States,Epidemiological modeling of invasion in heterogeneous landscapes: Spread of sudden oak death in California (1990-2030)
24766,Mehri_etal,2019,Observational,Freshwater,Sub-national,30,asia,Iran,Integration of anthropogenic threats and biodiversity value to identify critical sites for biodiversity conservation
24769,Meijaard_etal,2011,Observational,Terrestrial,Sub-national,,asia,Indonesia,"Quantifying killing of orangutans and human-orangutan conflict in Kalimantan, Indonesia"
24772,Mellin_etal,2016,Observational,Marine,Continental,81,indian ocean,Unknown,Humans and seasonal climate variability threaten large-bodied coral reef fish with small ranges
24773,Mellin_etal,2019,Observational,Marine,Sub-national,0.01,south pacific,Australia,Spatial resilience of the Great Barrier Reef under cumulative disturbance impacts
24776,Menegon_etal,2018,Observational,Marine,Multi-national,500,mediterranean,Italy,"Addressing cumulative effects, maritime conflicts and ecosystem services threats through MSP-oriented geospatial webtools"
24777,Menegon_etal,2018,Observational,Marine,Sub-national,400,mediterranean,Italy,A modelling framework for MSP-oriented cumulative effects assessment
24785,Metzger_etal,2010,Observational,Terrestrial,Sub-national,25,africa,Tanzania,Evaluating the protection of wildlife in parks: The case of African buffalo in Serengeti
24788,Meynecke and Meager,2016,Observational,Marine,Sub-national,,south pacific,Australia,"Understanding Strandings: 25 years of Humpback Whale (Megaptera novaeangliae) Strandings in Queensland, Australia"
24789,Mezgebu and Workineh,2017,Observational,Terrestrial,Local,30,africa,Ethiopia,"Changes and drivers of afro-alpine forest ecosystem: future trajectories and management strategies in Bale eco-region, Ethiopia"
24790,Micheli_etal,2013,Observational,Marine,Multi-national,1,mediterranean,Bosnia and Herzegovina,Cumulative human impacts on Mediterranean and Black Sea marine ecosystems: Assessing current pressures and opportunities
24796,Mijele_etal,2013,Observational,Terrestrial,Local,,africa,Kenya,Spatio-Temporal Distribution of Injured Elephants in Masai Mara and the Putative Negative and Positive Roles of the Local Community
24806,Milne_etal,2015,Observational,Terrestrial,Sub-national,0.5,africa,South Africa,The role of thermal physiology in recent declines of birds in a biodiversity hotspot
24811,Miranda_etal,2020,Observational,Terrestrial,Sub-national,,south america,Chile,Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America
24812,Miranda_etal,2020,Observational,Terrestrial,Local,,south america,Brazil,Are Roadkill Hotspots in the Cerrado Equal Among Groups of Vertebrates?
24813,Mirrasooli_etal,2019,Observational,Marine,Multi-national,,caspian sea,Iran,Factors associated with illegal fishing and fisher attitudes toward sturgeon conservation in the southern Caspian Sea
24819,Mo_etal,2017,Observational,Terrestrial,Sub-national,m,asia,China,"Impacts of road network expansion on landscape ecological risk in a megacity, China: A case study of Beijing"
24821,Mockrin_etal,2008,Observational,Terrestrial,Local,,africa,Congo,"The spatial structure and sustainability of subsistence wildlife harvesting in Kabo, Congo"
24822,Mockrin_etal,2011,Observational,Terrestrial,Local,,africa,Congo,Effects of Landscape Features on the Distribution and Sustainability of Ungulate Hunting in Northern Congo
24825,Mohammadi and Kaboli,2016,Observational,Terrestrial,Local,,asia,Iran,Evaluating wildlife-vehicle collision hotspots using kernel-based estimation: A focus on the endangered Asiatic cheetah in central Iran
24826,Mohammadi_etal,2018,Observational,Terrestrial,Local,30,asia,Iran,"Road expansion: A challenge to conservation of mammals, with particular emphasis on the endangered Asiatic cheetah in Iran"
24829,Mojica_etal,2016,Observational,Terrestrial,Sub-national,1,north america,United States,Utilization probability map for migrating bald eagles in northeastern North America: A tool for siting wind energy facilities and other flight hazards
24832,Molinario_etal,2020,Observational,Terrestrial,Sub-national,30,africa,DRC,Contextualizing Landscape-Scale Forest Cover Loss in the Democratic Republic of Congo (DRC) between 2000 and 2015
24839,Monahan and Fisichelli,2014,Observational,Terrestrial,National,,north america,United States,Climate exposure of US National Parks in a new era of change
24842,Mondal and Zhang,2018,Observational,Terrestrial,Sub-national,,asia,India,Research progress on changes in land use and land cover in the Western Himalayas (India) and effects on ecosystem services
24841,Mondal_etal,2017,Observational,Freshwater,Local,,asia,India,"Urban expansion and wetland shrinkage estimation using a GIS-based model in the East Kolkata Wetland, India"
W26572,Moneron_etal,2017,Observational,Terrestrial,Global,,africa,Unknown,"Pendants, Powder, and Pathways"
24843,Monette Dean,2014,Observational,Freshwater,Local,,north america,United States,"Resource use, competition, grazing behavior, and ecosystem invasion impacts of <i>Pomacea maculata</i>"
24847,Monteiro_etal,2018,Observational,Terrestrial,Local,100,south america,Brazil,Conservation priorities for the threatened flora of mountaintop grasslands in Brazil
24849,Montevecchi_etal,2012,Observational,Marine,Sub-national,,north atlantic,Canada,Tracking seabirds to identify ecologically important and high risk marine areas in the western North Atlantic
24853,Moody_etal,2017,Observational,Freshwater,Sub-national,,north america,United States,Invasion hotspots and ecological saturation of streams across the Hawaiian archipelago
24856,Mora,2018,Observational,Terrestrial,National,1,north america,Mexico,A spatial framework for detecting anthropogenic impacts on predator-prey interactions that sustain ecological integrity in Mexico
24857,Moraes_etal,2017,Observational,Terrestrial,Local,m,south america,Brazil,Protected areas and agricultural expansion: Biodiversity conservation versus economic growth in the Southeast of Brazil
24858,Moraes_etal,2019,Observational,Terrestrial,National,1,south america,Brazil,Predicting the potential hybridization zones between native and invasive marmosets within Neotropical biodiversity hotspots
24862,Moran and Kanemoto,2016,Observational,Freshwater,Global,,Unknown,Unknown,Identifying the Species Threat Hotspots from Global Supply Chains
24863,Moran_etal,2019,Observational,Freshwater,Global,5,Unknown,Unknown,Do amphibians and cash crops compete for scarce water? A spatial correlation analysis
24867,Moreira_etal,2018,Observational,Terrestrial,Local,5,europe,Portugal,"Spatial assessment of habitat conservation status in a Macaronesian island based on the InVEST model: a case study of Pico Island (Azores, Portugal)"
24868,Morelli_etal,2020,Observational,Terrestrial,Continental,2500,europe,Unknown,A forecasting map of avian roadkill-risk in Europe: A tool to identify potential hotspots
24871,Morgan_etal,2013,Observational,Terrestrial,Sub-national,,africa,Cameroon,"The Distribution, Status, and Conservation Outlook of the Drill (Mandrillus leucophaeus) in Cameroon"
24875,Morrison_etal,2018,Experimental,Terrestrial,Local,30,africa,Kenya,Detecting vegetation change in response to confining elephants in forests using MODIS time-series and BFAST
24877,Morton_etal,2011,Observational,Marine,Local,,north pacific,Canada,Sea lice dispersion and salmon survival in relation to salmon farm activity in the Broughton Archipelago
24878,Mosbahi_etal,2019,Observational,Marine,Local,,mediterranean,Tunisia,"Response of benthic macrofauna to multiple anthropogenic pressures in the shallow coastal zone south of Sfax (Tunisia, central Mediterranean Sea)"
24879,Moullec_etal,2019,Observational,Marine,Multi-national,400,africa,Bosnia and Herzegovina,Capturing the big picture of Mediterranean marine biodiversity with an end-to-end model of climate and fishing impacts
24881,Mozumder_etal,2014,Observational,Freshwater,Local,,asia,India,Ecosystem evaluation (1989-2012) of Ramsar wetland Deepor Beel using satellite-derived indices
24885,Mucientes_etal,2009,Observational,Marine,Continental,5,north pacific,Unknown,Sexual segregation of pelagic sharks and the potential threat from fisheries
24886,Mucova_etal,2018,Observational,Terrestrial,Local,60,africa,Mozambique,"Assessment of land use and land cover changes from 1979 to 2017 and biodiversity & land management approach in Quirimbas National Park, Northern Mozambique, Africa"
24888,Muhlfeld_etal,2016,Observational,Freshwater,Local,,north america,United States,Genetic Status and Conservation of Westslope Cutthroat Trout in Glacier National Park
24892,Mullet_etal,2017,Observational,Terrestrial,Local,,north america,United States,Acoustic Footprint of Snowmobile Noise and Natural Quiet Refugia in an Alaskan Wilderness
24894,Munanura_etal,2013,Observational,Terrestrial,Local,,africa,Rwanda,Managing tourism growth in endangered species' habitats of Africa: Volcanoes National Park in Rwanda
24895,Munguía_etal,2016,Observational,Terrestrial,National,1,south america,Mexico,Human impact gradient on mammalian biodiversity
24897,Muñoz_etal,2018,Observational,Marine,Multi-national,1,mediterranean,Spain,A spatial risk approach towards integrated marine spatial planning: A case study on European hake nursery areas in the North Alboran Sea
24900,Munteanu_etal,2018,Observational,Terrestrial,Multi-national,2,europe,Austria,Bird conservation in the Carpathian Ecoregion in light of long-term land use trends and conservation responsibility
24901,Murguía_etal,2016,Observational,Terrestrial,Global,,Unknown,Unknown,Global direct pressures on biodiversity by large-scale metal mining: Spatial distribution and implications for conservation
26902,Murillo_et al,2008,Observational,Marine,Multi-national,,arctic ocean,Greenland,Preliminary data on cold-water corals and large sponges by-catch from Spanish/EU bottom trawl groundfish surveys in NAFO Regulatory Area (Divs. 3LMNO) and Canadian EEZ (Div. 3L): 2005-2007 period
24903,Murray_etal,2011,Observational,Freshwater,National,250,australasia,Australia,"Assessing spatial patterns of disease risk to biodiversity: Implications for the management of the amphibian pathogen, Batrachochytrium dendrobatidis"
24912,Mutnale_etal,2018,Observational,Freshwater,Multi-national,,asia,India,Enzootic frog pathogen Batrachochytrium dendrobatidis in Asian tropics reveals high ITS haplotype diversity and low prevalence
24913,Mwendwa_etal,2020,Observational,Terrestrial,Local,,africa,Tanzania,"Spatio-temporal invasion dynamics of Maesopsis eminii in Amani Nature Forest Reserve, Tanzania"
24917,Naderi_etal,2018,Observational,Terrestrial,National,,asia,Iran,Persian leopard’s (Panthera pardus saxicolor) unnatural mortality factors analysis in Iran
24902,Nagabhatla,2007,Observational,Freshwater,Global,500,asia,India,Using geospatial tools to overcoming sustainability concerns for wetland ecosystem
24920,Nagarajan_etal,2016,Observational,Terrestrial,Local,,asia,India,"Spatial and dietary overlap between blackbuck (Antilope cervicapra) and feral horse (Equus caballus) at Point Calimere Wildlife Sanctuary, Southern India: Competition between native versus introduced species"
24929,Nath_etal,2019,Observational,Terrestrial,Local,1,asia,India,"In search of Aliens: Factors influencing the distribution of Chromolaena odorata L. and Mikania micrantha Kunth in the Terai grasslands of Manas National Park, India"
24930,Naura_etal,2016,Observational,Freshwater,National,1,europe,United Kingdom,Mapping the combined risk of agricultural fine sediment input and accumulation for riverine ecosystems across England and Wales
24935,Nazaro_etal,2020,Observational,Terrestrial,Multi-national,441,south america,Argentina,"Untangling the imprints of climate, geography and land use/cover on bird diversity in the South American Gran Chaco"
24937,Negret_etal,2019,Observational,Terrestrial,National,10,south america,Colombia,Emerging evidence that armed conflict and coca cultivation influence deforestation patterns
24944,Nelson and Burnside,2019,Observational,Marine,Local,1,north atlantic,United Kingdom,Identification of marine management priority areas using a GIS-based multi-criteria approach
24943,Nelson_etal,2015,Observational,Terrestrial,Local,,north america,Canada,A time geographic approach for delineating areas of sustained wildlife use
24945,Nematollahi_etal,2020,Observational,Terrestrial,Sub-national,1,asia,Iran,"Application of InVEST habitat quality module in spatially vulnerability assessment of natural habitats (case study: Chaharmahal and Bakhtiari province, Iran)"
24951,Neumann_etal,2017,Observational,Marine,National,400,north atlantic,Germany,Full-coverage spatial distribution of epibenthic communities in the south-eastern North Sea in relation to habitat characteristics and fishing effort
24956,Newell,2011,Observational,Terrestrial,Local,,australasia,Australia,Recent invasions of World Heritage rainforests in north-east New South Wales by the cane toad Bufo marinus
24959,Nguyen,2017,Observational,Terrestrial,Local,0.5,asia,Brunei,Ecological Impacts of Deforestation and Forest Degradation in the Peat Swamp Forests of Northwestern Borneo
24962,Nickel Barry_etal,2020,Observational,Terrestrial,Local,1,north america,United States,Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use
24963,Nielsen_etal,2004,Observational,Terrestrial,Sub-national,,north america,Canada,Modelling the spatial distribution of human-caused grizzly bear mortalities in the Central Rockies ecosystem of Canada
24966,Nieman_etal,2019,Observational,Terrestrial,Local,,africa,South Africa,Socioeconomic and biophysical determinants of wire-snare poaching incidence and behaviour in the Boland Region of South Africa
24971,Niphadkar_etal,2017,Observational,Terrestrial,Local,2,asia,India,Comparing pixel and object-based approaches to map an understorey invasive shrub in tropical mixed forests
24974,Nituch_etal,2011,Observational,Terrestrial,Sub-national,,north america,Canada,Mink farms predict aleutian disease exposure in wild american mink
24977,Noble_etal,2020,Observational,Marine,Local,,south pacific,Australia,Identifying spatial conservation priorities using Traditional and Local Ecological Knowledge of iconic marine species and ecosystem threats
24978,Nogueira_etal,2010,Observational,Freshwater,National,,south america,Brazil,Restricted-range fishes and the conservation of Brazilian freshwaters
24991,Northrup_etal,2019,Observational,Terrestrial,Sub-national,,north america,United States,Synergistic effects of climate and land-use change influence broad-scale avian population declines
W26573,Nowell_etal,2016,Observational,Terrestrial,Multi-national,,asia,Afghanistan,An ounce of Prevention: Snow Leopard Crime Revisited
25005,O’leary_etal,2019,S_Review,Marine,Multi-national,,indian ocean,Gibraltar,Evidence gaps and biodiversity threats facing the marine environment of the United Kingdom’s Overseas Territories
25008,Obusan_etal,2016,Observational,Marine,National,,south china sea,Philippines,Stranding events in the Philippines provide evidence for impacts of human interactions on cetaceans
25010,Ochoa-Ochoa_etal,2011,Observational,Freshwater,National,,north america,Mexico,Choosing the survivors? A GIS-based triage support tool for micro-endemics: Application to data for Mexican amphibians
25012,O'farrell_etal,2010,Observational,Terrestrial,Sub-national,,africa,South Africa,Multi-functional landscapes in semi arid environments: Implications for biodiversity and ecosystem services
25026,Ondei_etal,2019,Observational,Terrestrial,National,,australasia,Australia,"A flexible tool to prioritize areas for conservation combining landscape units, measures of biodiversity, and threats"
25028,Onmu? and Siki,2013,Observational,Freshwater,Local,1,asia,Turkey,Impacts of anthropogenic activities and habitat degradation on breeding waterbirds
25030,Onyia_etal,2018,Experimental,Terrestrial,Local,,africa,Nigeria,Normalized difference vegetation vigour index: A new remote sensing approach to biodiversity monitoring in oil polluted regions
W26582,Opperman_etal,2019,Observational,Freshwater,Multi-national,,asia,Myanmar,"Connected and flowing: a renewable future for rivers, climate and people"
25033,Orgiazzi_etal,2016,Observational,Terrestrial,Continental,500,europe,Unknown,A knowledge-based approach to estimating the magnitude and spatial patterns of potential threats to soil biodiversity
25037,Ortiz Andrea,2019,Observational,Terrestrial,National,,asia,Philippines,Assessing the impacts of agriculture and its trade on Philippine biodiversity
25042,Overmars_etal,2014,Observational,Freshwater,Continental,2500,europe,Unknown,Developing a methodology for a species-based and spatially explicit indicator for biodiversity on agricultural land in the EU
25049,Padalia and Bahuguna,2017,Observational,Terrestrial,Sub-national,km2,asia,India,Spatial modelling of congruence of native biodiversity and potential hotspots of forest invasive species (FIS) in central Indian landscape
25051,Paffetti_etal,2018,Observational,Terrestrial,Local,1,europe,Italy,Land use and wind direction drive hybridization between cultivated poplar and native species in a Mediterranean floodplain environment
25052,Pairaud_etal,2014,Observational,Marine,Multi-national,100,mediterranean,France,"Impacts of climate change on coastal benthic ecosystems: Assessing the current risk of mortality outbreaks associated with thermal stress in NW Mediterranean coastal areas Topical Collection on the 16th biennial workshop of the Joint Numerical Sea Modelling Group (JONSMOD) in Brest, France 21-23 May 2012"
25054,Palacios-Torres_etal,2020,Observational,Freshwater,Sub-national,,south america,Colombia,Trace elements in sediments and fish from Atrato River: an ecosystem with legal rights impacted by gold mining at the Colombian Pacific
25058,Paniw_etal,2015,Observational,Terrestrial,Multi-national,250,africa,Spain,"Local-scale disturbances can benefit an endangered, fire-adapted plant species in Western Mediterranean heathlands in the absence of fire"
25059,Panlasigui_etal,2018,Observational,Freshwater,National,,north america,United States,Assessing threats of non-native species to native freshwater biodiversity: Conservation priorities for the United States
25061,Paredes_etal,2019,Observational,Freshwater,Local,,europe,Spain,Stable isotopes in helophytes reflect anthropogenic nitrogen pollution in entry streams at the Doñana World Heritage Site
25065,Parmenter_etal,2003,Observational,Terrestrial,Sub-national,2.25,north america,United States,Land use and land cover change in the Greater Yellowstone Ecosystem: 1975-1995
25066,Parnell_etal,2010,Observational,Marine,Local,,north atlantic,United States,Spatial patterns of fishing effort off San Diego: Implications for zonal management and ecosystem function
25067,Parravicini_etal,2012,Observational,Marine,Local,250,mediterranean,Italy,Understanding relationships between conflicting human uses and coastal ecosystems status: A geospatial modeling approach
25068,Parry_etal,2009,Observational,Terrestrial,Local,,south america,Brazil,Allocation of hunting effort by Amazonian smallholders: Implications for conserving wildlife in mixed-use landscapes
25071,Parsons_etal,2014,Observational,Terrestrial,Local,,africa,Tanzania,Global positioning system data-loggers: A tool to quantify fine-scale movement of Domestic animals to evaluate potential for zoonotic transmission to an endangered wildlife population
25072,Partelow_etal,2015,Observational,Marine,Global,,Unknown,Unknown,Pollution exposure on marine protected areas: A global assessment
25073,Paschoalini_etal,2020,Observational,Freshwater,Local,,south america,Brazil,On the brink of isolation: Population estimates of the Araguaian river dolphin in a human-impacted region in Brazil
25075,Pascual-Rico_etal,2020,Observational,Terrestrial,Local,,europe,Spain,Ecological niche overlap between co-occurring native and exotic ungulates: insights for a conservation conflict
25076,Pasha_etal,2020,Observational,Terrestrial,Sub-national,23.5,asia,India,Assessment of shifting cultivation fallows in Northeastern India using Landsat imageries
25077,Pasher_etal,2013,Observational,Terrestrial,Sub-national,30,north america,Canada,Development of boreal ecosystem anthropogenic disturbance layers for Canada based on 2008 to 2010 Landsat imagery
25078,Pasqualini_etal,2011,Observational,Terrestrial,Local,,europe,France,"A GIS-based multicriteria evaluation for aiding risk management Pinus pinaster Ait. Forests: A case study in Corsican island, western Mediterranean region"
25080,Patino and Estupinan-Suarez,2016,Observational,Freshwater,National,100,south america,Colombia,Hotspots of Wetland Area Loss in Colombia
25082,Patrizzi and Dobrovolski,2018,Observational,Marine,National,5,north atlantic,Brazil,Integrating climate change and human impacts into marine spatial planning: A case study of threatened starfish species in Brazil
25084,Pattanaik_etal,2011,Observational,Terrestrial,Local,80,asia,India,"Assessment of spatial and temporal dynamics of tropical forest cover: A case study in Malkangiri district of Orissa, India"
25083,Pattanaik_etal,2008,Observational,Terrestrial,Local,57,asia,India,"Mapping, monitoring and conservation of Malianandi wetland ecosystem, Orissa, India using remote sensing and GIS"
25086,Patthey_etal,2008,Experimental,Terrestrial,Local,625,europe,Switzerland,Impact of outdoor winter sports on the abundance of a key indicator species of alpine ecosystems
25088,Pauchard_etal,2003,Observational,Terrestrial,Local,,north america,United States,Plant invasions in protected areas at multiple scales: Linaria vulgaris (Scrophulariaceae) in the West Yellowstone area
25089,Paudel,2012,Observational,Terrestrial,Local,,asia,Nepal,Challenges to wildlife conservation posed by hunting in non-protected areas north of the Bardia national park
25099,Peck_etal,2011,Observational,Terrestrial,Sub-national,,south america,Ecuador,"Focusing Conservation Efforts for the Critically Endangered Brown-headed Spider Monkey (Ateles fusciceps) Using Remote Sensing, Modeling, and Playback Survey Methods"
25101,Pedroni ,2010,Observational,Terrestrial,Multi-national,,north america,Ecuador,Delivering in sensitive environments: Incorporating biodiversity and ecosystem conservation into operations
25112,Penney and Guinotte,2013,Observational,Marine,Sub-national,1,south pacific,New Zealand,Evaluation of New Zealand's high-seas bottom trawl closures using predictive habitat models and quantitative risk assessment
25114,Pennino_etal,2017,Observational,Marine,Sub-national,16,mediterranean,Italy,A spatially explicit risk assessment approach: Cetaceans and marine traffic in the Pelagos Sanctuary (Mediterranean Sea)
25118,Peregrym_etal,2020,Observational,Marine,Multi-national,,mediterranean,Italy,How are the Mediterranean islands polluted by artificial light at night?
25120,Pereira_etal,2020,Observational,Terrestrial,Local,,south america,Brazil,"Electrocutions in free-living black-tufted marmosets (Callithrix penicillata) in anthropogenic environments in the Federal District and surrounding areas, Brazil"
25122,Pérez-García_etal,2017,Observational,Terrestrial,Sub-national,1,europe,Spain,Using risk prediction models and species sensitivity maps for large-scale identification of infrastructure-related wildlife protection areas: The case of bird electrocution
25123,Périquet_etal,2018,Observational,Terrestrial,National,,africa,South Africa,Testing the value of citizen science for roadkill studies: A case study from South Africa
25124,Peristeraki_etal,2020,Observational,Marine,Multi-national,,mediterranean,Turkey,The effect of bottom trawl fishery on biomass variations of demersal chondrichthyes in the eastern Mediterranean
25127,Pertierra_etal,2017,Observational,Terrestrial,National,2500,antarctica,Antarctica,High resolution spatial mapping of human footprint across antarctica and its implications for the strategic conservation of avifauna
25130,Peterson_etal,2006,Observational,Terrestrial,Sub-national,,north america,United States,"Genetically engineered plants, endangered species, and risk: A temporal and spatial exposure assessment for karner blue butterfly larvae and Bt maize pollen"
25133,Petit and Elbersen,2006,Observational,Terrestrial,Continental,25,europe,Unknown,Assessing the risk of impact of farming intensification on calcareous grasslands in Europe: A quantitative implementation of the MIRABEL framework
25137,Petrossian,2015,Observational,Marine,Global,,Unknown,Unknown,"Preventing illegal, unreported and unregulated (IUU) fishing: A situational approach"
25138,Petrozzi_etal,2018,Observational,Terrestrial,Multi-national,100,africa,Algeria,Exploring the main threats to the threatened African spurred tortoise Centrochelys sulcata in the West African Sahel
25139,Petz_etal,2014,Observational,Terrestrial,Global,30,Unknown,Unknown,Mapping and modelling trade-offs and synergies between grazing intensity and ecosystem services in rangelands using global-scale datasets and models
25145,Phipps_etal,2013,Observational,Terrestrial,Multi-national,,africa,Botswana,Do Power Lines and Protected Areas Present a Catch-22 Situation for Cape Vultures (Gyps coprotheres)?
25146,Phoenix_etal,2006,Observational,Terrestrial,Global,5,Unknown,Unknown,Atmospheric nitrogen deposition in world biodiversity hotspots: The need for a greater global perspective in assessing N deposition impacts
25150,Pidgeon_etal,2015,Observational,Terrestrial,Multi-national,,south america,Bolivia,Will representation targets based on area protect critical resources for the conservation of the Tucuman Parrot?
