ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
24396,Kirkman_etal,2019,Observational,Marine,Multi-national,km2,south atlantic,Angola,Using Systematic Conservation Planning to support Marine Spatial Planning and achieve marine protection targets in the transboundary Benguela Ecosystem,3.1:OilGas; 4.3:ShipLane; 5.4:UseAquatic,3; 4; 5,database; modelled,Quantitative,3,level2,Various,Fishing & Harvesting Aquatic Resources; Oil & Gas Drilling; Shipping Lanes,Biological Resource Use; Energy Production & Mining; Transportation & Service Corridors,0,direct_exploitation,conflits_and_epidemics;demographic
24397,Kirol_etal,2015,Observational,Terrestrial,Local,30,north america,United States,Identifying Greater Sage-Grouse source and sink habitats for conservation planning in an energy development landscape,1.2:DevComInd; 4.2:UtilityLine,1; 4,database,Qualitative,2,level2,WOGCC_2010,Commercial & Industrial Areas; Utility & Service Lines,Residential & Commercial Development; Transportation & Service Corridors,1,invasive_and_alien_species,conflits_and_epidemics;demographic;economic
24400,Kitzes and Shirley,2016,Observational,Freshwater,Sub-national,,asia,Malaysia,Estimating biodiversity impacts without field surveys: A case study in northern Borneo,7.2:WaterSystem,7,other,Qualitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,0,land/sea_use_change,conflits_and_epidemics;demographic;governance_and_institutions
24401,Kitzes_etal,2017,Observational,Terrestrial,Global,,Unknown,Unknown,Consumption-Based Conservation Targeting: Linking Biodiversity Loss to Upstream Demand through a Global Wildlife Footprint,1.4:DevUnspec; 2.1:AgNTC; 2.2:AgWood; 2.3:AgLivestock,1; 2,literature,Quantitative,4,cumulative,,Annual & Perennial Non-Timber Crops; Development (Unspecified); Livestock Farming & Ranching; Wood & Pulp Plantations,Agriculture & Aquaculture; Residential & Commercial Development,1,pollution,conflits_and_epidemics;demographic;society_and_culture
24404,Klarenberg_etal,2019,Observational,Freshwater,Sub-national,,south america,Brazil,A spatiotemporal natural-human database to evaluate road development impacts in an Amazon trinational frontier,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1;0,climate_change;direct_exploitation,conflits_and_epidemics;demographic;technology
24411,Knouft and Chu,2015,Observational,Freshwater,Local,30,north america,United States,Using watershed-scale hydrological models to predict the impacts of increasing urbanization on freshwater fish assemblages,1.1:DevResid; 2.5:AgUnspec,1; 2,database,Quantitative,2,level2,MRLC_2012,Agriculture (Unspecified); Housing & Urban Areas,Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;invasive_and_alien_species,conflits_and_epidemics;economic
24415,Koen_etal,2018,Observational,Freshwater,Global,400,Unknown,Unknown,Emerging threat of the 21st century lightscape to global biodiversity,9.6:PollEnergy,9,rs,Quantitative,1,level2,,"Excess Energy (Light, Heat, Sound)",Pollution,1;0,climate_change;land/sea_use_change,conflits_and_epidemics;economic;governance_and_institutions
24416,Koerner_etal,2017,Observational,Terrestrial,Multi-national,,africa,Gabon,Vertebrate community composition and diversity declines along a defaunation gradient radiating from rural villages in Gabon,5.1:UseAnimals,5,survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,climate_change;pollution,conflits_and_epidemics;economic;society_and_culture
24417,Kokkonen_etal,2010,Observational,Marine,Local,1,arctic ocean,Finland,Dynamic mapping of nature values to support prioritization of coastal oil combating,9.2:PollIndMil,9,modelled,Qualitative,1,level2,,Industrial & Military Effluents,Pollution,0,direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;economic;technology
24418,Kolbe_etal,2016,Observational,Terrestrial,Sub-national,,north america,United States,Effects of natural and anthropogenic environmental influences on tree community composition and structure in forests along an urban-wildland gradient in southwestern Ohio,1.1:DevResid,1,database,Quantitative,1,level2,,Housing & Urban Areas,Residential & Commercial Development,0,direct_exploitation;land/sea_use_change,conflits_and_epidemics;governance_and_institutions
24420,Kominoski_etal,2018,Observational,Freshwater,Sub-national,,north america,United States,Patterns and drivers of fish extirpations in rivers of the American Southwest and Southeast,7.2:WaterSystem,7,database; modelled,Quantitative,1,level2,HydroClimaticDataNetwork; USGS,Dams & Water Management/Use,Natural System Modifications,1;0,direct_exploitation;pollution,conflits_and_epidemics;governance_and_institutions;society_and_culture
24421,Konstantopoulos_etal,2020,Observational,Terrestrial,National,100,europe,Cyprus,"A spatially explicit impact assessment of road characteristics, road-induced fragmentation and noise on birds species in Cyprus",4.1:RoadRail,4,database,Quantitative,1,level2,GovernmentRepository,Roads & Railroads,Transportation & Service Corridors,1,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;technology
24422,Kooistra_etal,2005,Observational,Terrestrial,Local,,europe,Netherlands,Spatial variability and uncertainty ecological risk assessment: A case study on the potential risk of cadmium for the little owl in a Dutch river flood plain,9.2:PollIndMil; 9.3:PollAgrFor,9,modelled; survey,Quantitative,2,level2,,Agricultural & Forestry Effluents; Industrial & Military Effluents,Pollution,1,invasive_and_alien_species;pollution,conflits_and_epidemics;society_and_culture
24423,Kope?_etal,2020,Observational,Terrestrial,Local,1,europe,Poland,Application of airborne hyperspectral data for mapping of invasive alien Spiraea tomentosa L.: a serious threat to peat bog plant communities,8.1:SDAlienInv,8,rs,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
24426,Korpilo_etal,2018,Observational,Freshwater,Local,,europe,Finland,"Where are the hotspots and coldspots of landscape values, visitor use and biodiversity in an urban forest?",6.1:ActivRnR,6,expert,Quantitative,1,level2,,Recreational Activities,Human Intrusions & Disturbance,1;na,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;technology
24428,Kostoski_etal,2010,Observational,Freshwater,Local,,europe,Albania,A freshwater biodiversity hotspot under pressure - Assessing threats and identifying conservation needs for ancient Lake Ohrid,1.1:DevResid; 1.2:DevComInd; 1.3:DevRnR; 2.4:Aqua; 2.5:AgUnspec; 3.2:MinQuar; 7.1:FireSystem; 7.2:WaterSystem; 9.1:PollDWW; 9.3:PollAgrFor,1; 2; 3; 7; 9,expert; literature; survey,Qualitative,10,level2,,Agricultural & Forestry Effluents; Agriculture (Unspecified); Commercial & Industrial Areas; Dams & Water Management/Use; Domestic & Urban Waste Water; Fire & Fire Suppression; Housing & Urban Areas; Marine & Freshwater Aquaculture; Mining & Quarrying; Tourism & Recreation Areas,Agriculture & Aquaculture; Energy Production & Mining; Natural System Modifications; Pollution; Residential & Commercial Development,0,climate_change;direct_exploitation;land/sea_use_change,demographic
24431,Kovach_etal,2017,Observational,Freshwater,Local,,north america,Canada,"Climate, invasive species and land use drive population dynamics of a cold-water specialist",8.1:SDAlienInv,8,database,Qualitative,1,level2,GovernmentData,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;pollution,demographic;economic
24436,Kraus_etal,2012,Observational,Terrestrial,Sub-national,,north america,United States,"Diet and conservation implications of an invasive chameleon, Chamaeleo jacksonii (Squamata: Chamaeleonidae) in Hawaii",8.1:SDAlienInv,8,expert; other,Qualitative,1,level2,MuseumSpecimens,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,climate_change;invasive_and_alien_species;land/sea_use_change,demographic;economic;governance_and_institutions
24437,Krawczyk_etal,2019,Observational,Terrestrial,Local,,europe,Greece,Effects of touristic development on Mediterranean island wildlife,1.3:DevRnR; 4.1:RoadRail,1; 4,rs,Quantitative,2,level2,HellenicMilitaryGeographyService_HMGS,Roads & Railroads; Tourism & Recreation Areas,Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;invasive_and_alien_species;pollution,demographic;economic;society_and_culture
24443,Kuemmerle_etal,2014,Observational,Terrestrial,Sub-national,10,asia,Russia,Potential impacts of oil and gas development and climate change on migratory reindeer calving grounds across the Russian Arctic,1.2:DevComInd; 3.1:OilGas,1; 3,database,Quantitative,2,level2,HIS_2013; Defense Meteorological Satellite Programe,Commercial & Industrial Areas; Oil & Gas Drilling,Energy Production & Mining; Residential & Commercial Development,1;0,climate_change;land/sea_use_change;pollution,demographic;economic;technology
24446,Kumagai_etal,2018,Observational,Marine,Sub-national,1,north pacific,Japan,High-resolution modeling of thermal thresholds and environmental influences on coral bleaching for local and regional reef management,11.3:CC_Temp,11,database,Quantitative,1,level2,SangoMap,Temperature Extremes,Climate Change & Severe Weather,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change,demographic;governance_and_institutions
24450,Kurekin_etal,2019,Observational,Marine,National,20,north atlantic,Ghana,Operational monitoring of illegal fishing in Ghana through exploitation of satellite earth observation and AIS data,5.4:UseAquatic,5,rs,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1;0,direct_exploitation;invasive_and_alien_species;pollution,demographic;governance_and_institutions;society_and_culture
24451,Kurland_etal,2018,Observational,Terrestrial,Local,1,north america,United States,The spatial pattern of redwood burl poaching and implications for prevention,5.3:UseWood,5,survey,Qualitative,1,level2,,Logging & Wood Harvesting,Biological Resource Use,1,direct_exploitation;land/sea_use_change;pollution,demographic;governance_and_institutions;technology
24455,Kwak_etal,2019,Observational,Freshwater,Local,,north america,United States,Ecology and conservation of the American eel in the Caribbean region,7.2:WaterSystem,7,survey,Qualitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,0,invasive_and_alien_species;land/sea_use_change;pollution,demographic;society_and_culture
24460,Lagabrielle_etal,2009,Observational,Terrestrial,Local,25,africa,Reunion,Identifying and mapping biodiversity processes for conservation planning in islands: A case study in Réunion Island (Western Indian Ocean),1.1:DevResid; 2.1:AgNTC; 2.2:AgWood; 8.1:SDAlienInv,1; 2; 8,modelled,Qualitative,4,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Invasive Non-Native/Alien Species; Wood & Pulp Plantations,Agriculture & Aquaculture; Invasive & Problematic Species; Residential & Commercial Development,0,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change,demographic;society_and_culture;technology
24461,Lagabrielle_etal,2018,Observational,Marine,Sub-national,10,indian ocean,South Africa,Multi-scale multi-level marine spatial planning: A novel methodological approach applied in south africa,1.1:DevResid; 1.2:DevComInd; 11.1:CC_Habitat; 2.4:Aqua; 3.1:OilGas; 4.3:ShipLane; 5.4:UseAquatic; 6.1:ActivRnR; 7.2:WaterSystem; 7.3:OtherSystem; 8.1:SDAlienInv; 9.1:PollDWW; 9.2:PollIndMil,1; 11; 2; 3; 4; 5; 6; 7; 8; 9,database; expert; modelled,Quantitative,13,cumulative,,Commercial & Industrial Areas; Dams & Water Management/Use; Domestic & Urban Waste Water; Fishing & Harvesting Aquatic Resources; Habitat Shifting & Alteration; Housing & Urban Areas; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Marine & Freshwater Aquaculture; Oil & Gas Drilling; Other Ecosystem Modifications; Recreational Activities; Shipping Lanes,Agriculture & Aquaculture; Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Human Intrusions & Disturbance; Invasive & Problematic Species; Natural System Modifications; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1;0,climate_change;direct_exploitation;invasive_and_alien_species;pollution,demographic;technology
24465,Laneri_etal,2010,Observational,Marine,Multi-national,,mediterranean,Morocco,Trawling regime influences longline seabird bycatch in the Mediterranean: New insights from a small-scale fishery,5.4:UseAquatic,5,survey,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change;direct_exploitation;land/sea_use_change;pollution,economic
24471,Lasky_etal,2011,Observational,Terrestrial,Multi-national,,north america,United States,Conservation biogeography of the US-Mexico border: A transcontinental risk assessment of barriers to animal dispersal,6.3:Other,6,database,Qualitative,1,level2,GovernmentRepositories,Work & Other Activities,Human Intrusions & Disturbance,1,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions
24472,Laslo,2017,Observational,Freshwater,Local,,europe,Romania,Mapping and assessment of ecosystem services from divici-pojejena wetland based on recommended methodology,1.1:DevResid; 1.4:DevUnspec; 2.1:AgNTC; 2.3:AgLivestock; 4.1:RoadRail,1; 2; 4,rs,Qualitative,5,level2,,Annual & Perennial Non-Timber Crops; Development (Unspecified); Housing & Urban Areas; Livestock Farming & Ranching; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;society_and_culture
24473,Lasram_etal,2016,Observational,Marine,National,0.1,mediterranean,Tunisia,Cumulative human threats on ish biodiversity components in Tunisian waters,11.1:CC_Habitat; 2.4:Aqua; 4.3:ShipLane; 5.4:UseAquatic; 8.1:SDAlienInv; 9.7:PollUnspec,11; 2; 4; 5; 8; 9,expert,Quantitative,6,level2,,Fishing & Harvesting Aquatic Resources; Habitat Shifting & Alteration; Invasive Non-Native/Alien Species; Marine & Freshwater Aquaculture; Pollution (Unspecified); Shipping Lanes,Agriculture & Aquaculture; Biological Resource Use; Climate Change & Severe Weather; Invasive & Problematic Species; Pollution; Transportation & Service Corridors,1;na,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;technology
24474,Latrubesse_etal,2020,Observational,Freshwater,Multi-national,,south america,Bolivia,Vulnerability of the biota in riverine and seasonally flooded habitats to damming of Amazonian rivers,7.2:WaterSystem,7,modelled,Quantitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,0,climate_change;climate_change,economic;society_and_culture
24475,Lattuada_etal,2020,Observational,Marine,Multi-national,,caspian sea,Russia,Endemic Caspian Sea mollusks in hotspot and non-hotspot areas differentially affected by anthropogenic pressures,3.1:OilGas; 5.4:UseAquatic; 7.2:WaterSystem; 8.1:SDAlienInv; 9.2:PollIndMil,3; 5; 7; 8; 9,literature,Quantitative,5,cumulative,,Dams & Water Management/Use; Fishing & Harvesting Aquatic Resources; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Oil & Gas Drilling,Biological Resource Use; Energy Production & Mining; Invasive & Problematic Species; Natural System Modifications; Pollution,1,direct_exploitation;direct_exploitation,economic;technology
24481,Lavorel_etal,2020,Observational,Terrestrial,Local,10,europe,France,Interactions between outdoor recreation and iconic terrestrial vertebrates in two French alpine national parks,1.3:DevRnR; 6.1:ActivRnR,1; 6,modelled,Quantitative,2,level2,,Recreational Activities; Tourism & Recreation Areas,Human Intrusions & Disturbance; Residential & Commercial Development,0,pollution;pollution,governance_and_institutions
24483,Lawler_etal,2003,Observational,Terrestrial,Sub-national,1,north america,United States,Integrating representation and vulnerability: Two approaches for prioritizing areas for conservation,1.4:DevUnspec; 2.5:AgUnspec; 3.2:MinQuar,1; 2; 3,pcm,Qualitative,3,level1,NLCD_Vogelmann_2001,Agriculture (Unspecified); Development (Unspecified); Mining & Quarrying,Agriculture & Aquaculture; Energy Production & Mining; Residential & Commercial Development,1,land/sea_use_change;land/sea_use_change,governance_and_institutions;society_and_culture
W26587,Leach_etal,2016,Observational,Terrestrial,Continental,10000,africa,Unknown,Potential threat to areas of biodiversity importance from current and emerging oil and gas activities in Africa,3.1:OilGas; 4.2:UtilityLine,3; 4,database,Quantitative,2,level2,,Oil & Gas Drilling; Utility & Service Lines,Energy Production & Mining; Transportation & Service Corridors,1;0,invasive_and_alien_species;invasive_and_alien_species,governance_and_institutions;technology
24500,Leclerc_etal,2018,Observational,Freshwater,Global,,Unknown,Unknown,Insular threat associations within taxa worldwide,1.1:DevResid; 11.5:CC_other; 2.5:AgUnspec; 3.4:EnergUnspec; 4.5:UnspecLine; 5.5:UseUnspec; 8.1:SDAlienInv; 9.7:PollUnspec,1; 11; 2; 3; 4; 5; 8; 9,database,Qualitative,8,level1,IUCNredlist,Agriculture (Unspecified); Biological Resource Use (Unspecified); Climate Change (Other); Energy Production (Unspecified); Housing & Urban Areas; Invasive Non-Native/Alien Species; Pollution (Unspecified); Transportation Corridors (Unspecified),Agriculture & Aquaculture; Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Invasive & Problematic Species; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;direct_exploitation;direct_exploitation,society_and_culture
24502,Lee and Jetz,2008,Observational,Terrestrial,Global,0.5,Unknown,Unknown,Future battlegrounds for conservation under global change,1.4:DevUnspec; 2.1:AgNTC,1; 2,database; modelled,Quantitative,2,cumulative,GLC_LandCover,Annual & Perennial Non-Timber Crops; Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1;0,land/sea_use_change;pollution;pollution,society_and_culture;technology
24503,Lee_etal,2016,Observational,Marine,Sub-national,1,north pacific,United States,"Stranding Mortality Patterns in California Sea Lions and Steller Sea Lions in Oregon and Southern Washington, 2006 to 2014",4.3:ShipLane; 5.1:UseAnimals; 5.4:UseAquatic; 6.1:ActivRnR,4; 5; 6,database,Qualitative,4,cumulative,NOAA,Fishing & Harvesting Aquatic Resources; Hunting & Collecting Animals; Recreational Activities; Shipping Lanes,Biological Resource Use; Human Intrusions & Disturbance; Transportation & Service Corridors,1,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,technology
24507,Leeney_etal,2008,Observational,Marine,Sub-national,400,north atlantic,United Kingdom,Spatio-temporal analysis of cetacean strandings and bycatch in a UK fisheries hotspot,5.4:UseAquatic,5,rs,Quantitative,1,level2,VMS,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,climate_change,conflits_and_epidemics
24511,Lehnert_etal,2014,Observational,Terrestrial,Sub-national,,europe,Germany,Wind farm facilities in Germany kill noctule bats from near and far,3.3:Renew,3,survey,Qualitative,1,level2,,Renewable Energy,Energy Production & Mining,0,direct_exploitation,conflits_and_epidemics;demographic
24516,Leprieur_etal,2008,Observational,Freshwater,Global,0.5,Unknown,Unknown,Fish invasions in the world's river systems: When natural processes are blurred by human activities,8.1:SDAlienInv,8,literature,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,invasive_and_alien_species,conflits_and_epidemics;demographic;economic
24518,Lessmann_etal,2019,Observational,Freshwater,Sub-national,0.25,south america,Ecuador,Validating anthropogenic threat maps as a tool for assessing river ecological integrity in Andean-Amazon basins,1.1:DevResid; 2.4:Aqua; 2.5:AgUnspec; 3.1:OilGas; 3.2:MinQuar; 3.3:Renew; 4.1:RoadRail; 7.2:WaterSystem,1; 2; 3; 4; 7,modelled,Quantitative,8,cumulative,,Agriculture (Unspecified); Dams & Water Management/Use; Housing & Urban Areas; Marine & Freshwater Aquaculture; Mining & Quarrying; Oil & Gas Drilling; Renewable Energy; Roads & Railroads,Agriculture & Aquaculture; Energy Production & Mining; Natural System Modifications; Residential & Commercial Development; Transportation & Service Corridors,1,land/sea_use_change,conflits_and_epidemics;demographic;governance_and_institutions
24525,Lewis_etal,2020,Observational,Terrestrial,Global,,Unknown,Unknown,A Global Perspective on Firefly Extinction Threats,9.3:PollAgrFor; 9.6:PollEnergy; 9.7:PollUnspec,9,expert,Qualitative,3,level2,,"Agricultural & Forestry Effluents; Excess Energy (Light, Heat, Sound); Pollution (Unspecified)",Pollution,1,pollution,conflits_and_epidemics;demographic;society_and_culture
24536,Li_etal,2016,Observational,Terrestrial,Global,10,Unknown,Unknown,Risk of biological invasions is concentrated in biodiversity hotspots,8.1:SDAlienInv,8,database,Quantitative,1,level2,Kraus2009,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,climate_change;land/sea_use_change,conflits_and_epidemics;economic;governance_and_institutions
24527,Li_etal,2011,Observational,Terrestrial,Sub-national,1,australasia,Australia,Deriving spatio-temporal profiles of global forest fragmentation and disturbance patterns from the latest globcover datasets,1.1:DevResid; 2.5:AgUnspec,1; 2,database,Qualitative,2,level1,GLOBCOVER_v2.3,Agriculture (Unspecified); Housing & Urban Areas,Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;direct_exploitation,conflits_and_epidemics;demographic;technology
24531,Li_etal,2011,Observational,Terrestrial,Local,,asia,China,Characterizing fragmentation of the collective forests in southern China from multitemporal Landsat imagery: A case study from Kecheng district of Zhejiang province,1.4:DevUnspec; 2.5:AgUnspec,1; 2,rs,Qualitative,2,level1,,Agriculture (Unspecified); Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1;na,climate_change;invasive_and_alien_species,conflits_and_epidemics;economic
24540,Li_etal,2017,Observational,Terrestrial,Local,,north america,United States,From endogenous to exogenous pattern formation: Invasive plant species changes the spatial distribution of a native ant,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;pollution,conflits_and_epidemics;economic;society_and_culture
24544,Li_etal,2018,Observational,Terrestrial,Sub-national,1,asia,China,Human footprint in Tibet: Assessing the spatial layout and effectiveness of nature reserves,1.4:DevUnspec; 2.1:AgNTC; 2.3:AgLivestock; 4.1:RoadRail,1; 2; 4,modelled,Quantitative,4,cumulative,,Annual & Perennial Non-Timber Crops; Development (Unspecified); Livestock Farming & Ranching; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,0,direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;economic;technology
24545,Li_etal,2018,Observational,Terrestrial,Sub-national,,asia,China,Mapping human influence intensity in the Tibetan Plateau for conservation of ecological service functions,1.4:DevUnspec; 2.1:AgNTC; 2.3:AgLivestock; 4.1:RoadRail,1; 2; 4,modelled,Quantitative,4,cumulative,,Annual & Perennial Non-Timber Crops; Development (Unspecified); Livestock Farming & Ranching; Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,1,direct_exploitation;land/sea_use_change,conflits_and_epidemics;governance_and_institutions
24548,Li_etal,2019,Observational,Terrestrial,Local,,asia,China,"Effects of long-term coastal reclamation on suitable habitat and wintering population size of the endangered Red-crowned Crane, Grus japonensis",1.4:DevUnspec; 2.4:Aqua; 2.5:AgUnspec,1; 2,rs; survey,Qualitative,3,level1,,Agriculture (Unspecified); Development (Unspecified); Marine & Freshwater Aquaculture,Agriculture & Aquaculture; Residential & Commercial Development,1;0,direct_exploitation;pollution,conflits_and_epidemics;governance_and_institutions;society_and_culture
24551,Li_etal,2019,Observational,Terrestrial,Sub-national,,asia,China,"Assessing Changes of Habitat Quality for Shorebirds in Stopover Sites: a Case Study in Yellow River Delta, China",1.1:DevResid; 1.2:DevComInd; 2.1:AgNTC; 2.4:Aqua; 3.2:MinQuar; 4.1:RoadRail,1; 2; 3; 4,rs,Qualitative,6,level2,,Annual & Perennial Non-Timber Crops; Commercial & Industrial Areas; Housing & Urban Areas; Marine & Freshwater Aquaculture; Mining & Quarrying; Roads & Railroads,Agriculture & Aquaculture; Energy Production & Mining; Residential & Commercial Development; Transportation & Service Corridors,1,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;technology
26547,Li_etal,2010,Observational,Freshwater,Local,100,asia,China,Wetland mitigation and its ecological conserquences,1.4:DevUnspec; 2.1:AgNTC; 2.5:AgUnspec,1; 2,rs,Qualitative,3,level2,,Agriculture (Unspecified); Annual & Perennial Non-Timber Crops; Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1;0,invasive_and_alien_species;pollution,conflits_and_epidemics;society_and_culture
24553,Licata_etal,2019,Observational,Terrestrial,Local,,africa,Madagascar,"Abundance, distribution and spread of the invasive Asian toad Duttaphrynus melanostictus in eastern Madagascar",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
24556,Liermann_etal,2012,Observational,Freshwater,Global,,Unknown,Unknown,Implications of Dam Obstruction for Global Freshwater Fish Diversity,7.2:WaterSystem,7,database,Quantitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,0,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;technology
24557,Lieske_etal,2014,Observational,Marine,Sub-national,1,north atlantic,Canada,"Maps, models, and marine vulnerability: Assessing the community distribution of seabirds at-sea",3.1:OilGas,3,literature; rs,Quantitative,1,level2,,Oil & Gas Drilling,Energy Production & Mining,0,climate_change;direct_exploitation;land/sea_use_change,demographic
24558,Lieske_etal,2020,Observational,Marine,Sub-national,400,north atlantic,Canada,“Seas of risk”: Assessing the threats to colonial-nesting seabirds in Eastern Canada,1.4:DevUnspec; 4.3:ShipLane; 5.4:UseAquatic; 6.1:ActivRnR; 9.2:PollIndMil,1; 4; 5; 6; 9,modelled,Quantitative,5,cumulative,,Development (Unspecified); Fishing & Harvesting Aquatic Resources; Industrial & Military Effluents; Recreational Activities; Shipping Lanes,Biological Resource Use; Human Intrusions & Disturbance; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1;0,climate_change;direct_exploitation;pollution,demographic;economic
24565,Lin_etal,2008,Observational,Terrestrial,Local,,asia,China,"Assessing egret ecological safety in the urban environment: A case study in Xiamen, China",1.1:DevResid,1,literature; rs,Qualitative,1,level2,,Housing & Urban Areas,Residential & Commercial Development,1,climate_change;invasive_and_alien_species;land/sea_use_change,demographic;economic;governance_and_institutions
24566,Lin_etal,2019,Observational,Terrestrial,National,km,asia,Taiwan,Spatiotemporal identification of roadkill probability and systematic conservation planning,4.1:RoadRail,4,modelled; other,Quantitative,1,level2,Facebook_https://roadkill.tw/en,Roads & Railroads,Transportation & Service Corridors,1,climate_change;invasive_and_alien_species;pollution,demographic;economic;society_and_culture
24567,Lin_etal,2020,Observational,Terrestrial,Local,,asia,Taiwan,Bird Species Richness in Relation to Land-Use Patch Structure and Vegetation Structure in a Forest-Agriculture Mosaic,1.4:DevUnspec; 2.1:AgNTC; 2.2:AgWood,1; 2,rs; survey,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops; Development (Unspecified); Wood & Pulp Plantations,Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;land/sea_use_change;pollution,demographic;economic;technology
24574,Lindsey_etal,2016,Observational,Terrestrial,Continental,,africa,Angola,"The performance of African protected areas for lions and their prey, determinants of success and key conservation threats",1.1:DevResid; 2.3:AgLivestock; 5.1:UseAnimals; 5.3:UseWood,1; 2; 5,expert,Qualitative,4,level2,,Housing & Urban Areas; Hunting & Collecting Animals; Livestock Farming & Ranching; Logging & Wood Harvesting,Agriculture & Aquaculture; Biological Resource Use; Residential & Commercial Development,0,direct_exploitation;invasive_and_alien_species;pollution,demographic;governance_and_institutions;society_and_culture
24573,Lindsey_etal,2011,Observational,Terrestrial,Local,1,africa,Zimbabwe,Ecological and financial impacts of illegal bushmeat trade in Zimbabwe,5.1:UseAnimals,5,expert; survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1;na,direct_exploitation;invasive_and_alien_species;land/sea_use_change,demographic;governance_and_institutions
24576,Linke_etal,2013,Observational,Terrestrial,Local,,north america,Canada,Relationships between grizzly bears and human disturbances in a rapidly changing multi-use forest landscape,2.2:AgWood; 3.2:MinQuar; 4.1:RoadRail; 4.2:UtilityLine,2; 3; 4,modelled,Quantitative,4,cumulative,,Mining & Quarrying; Roads & Railroads; Utility & Service Lines; Wood & Pulp Plantations,Agriculture & Aquaculture; Energy Production & Mining; Transportation & Service Corridors,1,direct_exploitation;land/sea_use_change;pollution,demographic;governance_and_institutions;technology
24579,Lipp-Nissinen_etal,2018,Observational,Terrestrial,Local,,south america,Brazil,"Temporal dynamics of land use and cover in Paurá Lagoon region, Middle Coast of Rio Grande do Sul (RS), Brazil",2.2:AgWood; 2.3:AgLivestock,2,rs,Qualitative,2,level2,,Livestock Farming & Ranching; Wood & Pulp Plantations,Agriculture & Aquaculture,0,invasive_and_alien_species;land/sea_use_change;pollution,demographic;society_and_culture
