ArticleID,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded
24663,4.1:RoadRail,4,modelled,Qualitative,3,cumulative,,Roads & Railroads,Transportation & Service Corridors
24667,1.1:DevResid,1,database,Qualitative,1,level2,,Housing & Urban Areas,Residential & Commercial Development
24673,1.1:DevResid,1,database,Qualitative,4,level2,NationalLandUse_WCP,Housing & Urban Areas,Residential & Commercial Development
24673,6.3:Other,6,database,Qualitative,4,level2,NationalLandUse_WCP,Work & Other Activities,Human Intrusions & Disturbance
24673,2.2:AgWood,2,database,Qualitative,4,level2,NationalLandUse_WCP,Wood & Pulp Plantations,Agriculture & Aquaculture
24673,2.1:AgNTC,2,database,Qualitative,4,level2,NationalLandUse_WCP,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
24674,6.1:ActivRnR,6,survey,Quantitative,1,level2,,Recreational Activities,Human Intrusions & Disturbance
24676,2.5:AgUnspec,2,rs,Qualitative,1,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24677,9.2:PollIndMil,9,survey,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24682,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
24692,2.1:AgNTC,2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
24692,2.5:AgUnspec,2,rs,Qualitative,2,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24693,4.3:ShipLane,4,literature,Qualitative,5,level2,,Shipping Lanes,Transportation & Service Corridors
24693,5.4:UseAquatic,5,literature,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24693,7.2:WaterSystem,7,literature,Qualitative,5,level2,,Dams & Water Management/Use,Natural System Modifications
24693,9.7:PollUnspec,9,literature,Qualitative,5,level2,,Pollution (Unspecified),Pollution
24693,4.3:ShipLane,4,literature,Qualitative,5,level2,,Shipping Lanes,Transportation & Service Corridors
24693,5.4:UseAquatic,5,literature,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24693,7.2:WaterSystem,7,literature,Qualitative,5,level2,,Dams & Water Management/Use,Natural System Modifications
24693,9.7:PollUnspec,9,literature,Qualitative,5,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,modelled,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,modelled,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,modelled,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24694,1.1:DevResid,1,rs,Quantitative,3,level2,,Housing & Urban Areas,Residential & Commercial Development
24694,3.1:OilGas,3,rs,Quantitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24694,9.7:PollUnspec,9,rs,Quantitative,3,level2,,Pollution (Unspecified),Pollution
24695,9.2:PollIndMil,9,modelled,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24695,9.2:PollIndMil,9,modelled,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24695,9.2:PollIndMil,9,modelled,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24695,9.2:PollIndMil,9,modelled,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24695,9.2:PollIndMil,9,modelled,Quantitative,1,level2,,Industrial & Military Effluents,Pollution
24696,1.3:DevRnR,1,modelled,Qualitative,5,level2,,Tourism & Recreation Areas,Residential & Commercial Development
24696,1.2:DevComInd,1,modelled,Qualitative,5,level2,,Commercial & Industrial Areas,Residential & Commercial Development
24696,2.4:Aqua,2,modelled,Qualitative,5,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
24696,5.4:UseAquatic,5,modelled,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24696,2.5:AgUnspec,2,modelled,Qualitative,5,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24696,1.3:DevRnR,1,rs,Qualitative,5,level2,,Tourism & Recreation Areas,Residential & Commercial Development
24696,1.2:DevComInd,1,rs,Qualitative,5,level2,,Commercial & Industrial Areas,Residential & Commercial Development
24696,2.4:Aqua,2,rs,Qualitative,5,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
24696,5.4:UseAquatic,5,rs,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24696,2.5:AgUnspec,2,rs,Qualitative,5,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24696,1.3:DevRnR,1,modelled,Qualitative,5,level2,,Tourism & Recreation Areas,Residential & Commercial Development
24696,1.2:DevComInd,1,modelled,Qualitative,5,level2,,Commercial & Industrial Areas,Residential & Commercial Development
24696,2.4:Aqua,2,modelled,Qualitative,5,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
24696,5.4:UseAquatic,5,modelled,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24696,2.5:AgUnspec,2,modelled,Qualitative,5,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24696,1.3:DevRnR,1,rs,Qualitative,5,level2,,Tourism & Recreation Areas,Residential & Commercial Development
24696,1.2:DevComInd,1,rs,Qualitative,5,level2,,Commercial & Industrial Areas,Residential & Commercial Development
24696,2.4:Aqua,2,rs,Qualitative,5,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
24696,5.4:UseAquatic,5,rs,Qualitative,5,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24696,2.5:AgUnspec,2,rs,Qualitative,5,level2,,Agriculture (Unspecified),Agriculture & Aquaculture
24698,3.3:Renew,3,modelled,Qualitative,1,level2,,Renewable Energy,Energy Production & Mining
24698,3.3:Renew,3,modelled,Qualitative,1,level2,,Renewable Energy,Energy Production & Mining
24699,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use
24699,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use
24700,5.4:UseAquatic,5,database,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24700,5.4:UseAquatic,5,database,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24700,5.4:UseAquatic,5,database,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24700,5.4:UseAquatic,5,database,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
24705,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
24705,4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors
24706,8.4:SDUnknownO,8,literature,Qualitative,1,level2,,Problematic Species/Disease (Unknown Origin),Invasive & Problematic Species
24710,1.2:DevComInd,1,modelled,Qualitative,3,level2,,Commercial & Industrial Areas,Residential & Commercial Development
24710,3.1:OilGas,3,modelled,Qualitative,3,level2,,Oil & Gas Drilling,Energy Production & Mining
24710,4.3:ShipLane,4,modelled,Qualitative,3,level2,,Shipping Lanes,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,modelled,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,modelled,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,modelled,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,modelled,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
24713,1.1:DevResid,1,database,Quantitative,4,cumulative,HFI,Housing & Urban Areas,Residential & Commercial Development
24713,2.5:AgUnspec,2,database,Quantitative,4,cumulative,HFI,Agriculture (Unspecified),Agriculture & Aquaculture
24713,3.2:MinQuar,3,database,Quantitative,4,cumulative,HFI,Mining & Quarrying,Energy Production & Mining
24713,4.1:RoadRail,4,database,Quantitative,4,cumulative,HFI,Roads & Railroads,Transportation & Service Corridors
